% Device,CC1747005
% File name,CC1747005_20230912_143346
% Cast time (UTC),2023-09-12 14:33:46
% Cast time (local),2023-09-12 11:33:46
% Sample type,Cast
% Cast data,Down & up
% Location source,Manual
% Default latitude,45
% Default altitude,0
% Start latitude,
% Start longitude,
% Start altitude,
% Start GPS horizontal error(Meter),
% Start GPS vertical error(Meter),
% Start GPS number of satellites,
% End latitude,
% End longitude,
% End altitude,
% End GPS horizontal error(Meter),
% End GPS vertical error(Meter),
% End GPS number of satellites,
% Cast duration (Seconds),110
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2017-12-06
% Temperature calibration date,2017-11-30
% Pressure calibration date,2017-11-29
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.14988730800944775,15.572418422279512,35681.790177943156,43972.964350517039,28.081777475497216,1500.4684058843545,1020.5270968713455
0.44999999999999996,0.44965464116899972,15.529709501156153,35705.274116146633,44048.2729281937,28.132595049516713,1500.3961855785144,1020.5765184221846
0.74999999999999989,0.749414374047303,15.602447053374013,35789.7409876044,44073.379297258776,28.154416517498998,1500.6575860602195,1020.5791529049802
1.05,1.0491605281140686,15.562239266836402,35876.803443480727,44224.3871294521,28.259054076326453,1500.6555727879968,1020.66937670023
1.35,1.3488596468467751,15.415694236755371,36051.0390625,44600.296671031807,28.51703065777242,1500.492082960365,1020.8999195209265
1.65,1.6485131610658488,15.337386131286621,36079.2890625,44721.897627516395,28.598559576052576,1500.3414630495456,1020.9804493072404
1.9500000000000002,1.9481462249193586,15.280438423156737,36100.1171875,44810.978480743739,28.658251257211148,1500.2335091861803,1021.0396670580035
2.25,2.2477645801208532,15.256290912628174,36131.8984375,44877.3317391812,28.703781825588511,1500.213939609713,1021.0810818398595
2.55,2.5473708338893895,15.232143402099609,36163.6796875,44943.764648657416,28.749368144035692,1500.194409217936,1021.1225386828946
2.85,2.8469636832764871,15.182761192321777,36179.65625,45018.87771828047,28.799564061723515,1500.0993545020676,1021.1728425766132
3.15,3.1465347196214704,15.128119468688967,36260.8203125,45181.310254014606,28.911425101407438,1500.0587533002295,1021.2716384260156
3.4499999999999997,3.44606724199655,15.058340072631836,36420.25390625,45459.015326414628,29.10425257981942,1500.0633305543854,1021.4358568461578
3.75,3.7455531483337912,14.973024368286133,36546.234375,45713.621814409315,29.279708798506139,1499.9976579480838,1021.5899792504299
4.05,4.0449989847644963,14.881446838378906,36613.91796875,45903.447431495282,29.408658670360232,1499.8574786825955,1021.7096246808222
