% Device,CC1747005
% File name,CC1747005_20230912_154143
% Cast time (UTC),2023-09-12 15:41:43
% Cast time (local),2023-09-12 12:41:43
% Sample type,Cast
% Cast data,Down & up
% Location source,GPS
% Default latitude,45
% Default altitude,0
% Start latitude,45.1452635
% Start longitude,-66.2419836
% Start altitude,-19.409999847412109
% Start GPS horizontal error(Meter),13.850000381469727
% Start GPS vertical error(Meter),7.78000020980835
% Start GPS number of satellites,5
% End latitude,
% End longitude,
% End altitude,
% End GPS horizontal error(Meter),
% End GPS vertical error(Meter),
% End GPS number of satellites,
% Cast duration (Seconds),124.2
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2017-12-06
% Temperature calibration date,2017-11-30
% Pressure calibration date,2017-11-29
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.1504351857846207,17.616785049438477,32151.208984375,37721.298013303123,23.781598628665261,1501.9233267244294,1016.7905533868596
0.44999999999999996,0.45124269535139744,17.312524795532227,32560,38475.605222496684,24.296555810428522,1501.5801608727072,1017.2527354335692
0.74999999999999989,0.75165909894666727,16.139679803984027,34658.459703791887,42122.908915342981,26.804368088410914,1500.8016973916974,1019.4287085484767
1.05,1.0517244788572515,16.102048143121113,34925.978235224633,42486.90735995584,27.059112382836688,1500.9807997849043,1019.6333680232764
1.35,1.3516726242238273,15.953004837036135,35653.9296875,43530.297507322495,27.788786501010449,1501.3552335515499,1020.2262119977564
1.65,1.6514984568409685,15.818533897399902,35859.8046875,43925.885208954351,28.061628926222589,1501.2499977260509,1020.4657620416089
1.9500000000000002,1.9512017425161594,15.616134928075315,36516.446836552248,44953.128727311254,28.779116143778367,1501.4418552157704,1021.0611706145887
2.25,2.250732595191276,15.342574119567871,37057.5390625,45928.575296990668,29.456700431103336,1501.3609406189103,1021.641398427988
2.55,2.5501502682770858,15.114361763000488,37072.9296875,46209.04840332552,29.641999858559807,1500.8518397781656,1021.8335500145818
2.85,2.8495178334101441,14.942952156066895,37091.68359375,46430.8239521502,29.78874350871509,1500.4772111953541,1021.9838147139429
