% Device,CC1747005
% File name,CC1747005_20240916_162856
% Cast time (UTC),2024-09-16 16:28:56
% Cast time (local),2024-09-16 13:28:56
% Sample type,Cast
% Cast data,Down & up
% Location source,GPS
% Default latitude,45
% Default altitude,0
% Start latitude,45.1613804
% Start longitude,-66.248618
% Start altitude,-47.400001525878906
% Start GPS horizontal error(Meter),6.3400001525878906
% Start GPS vertical error(Meter),10.600000381469727
% Start GPS number of satellites,5
% End latitude,
% End longitude,
% End altitude,
% End GPS horizontal error(Meter),
% End GPS vertical error(Meter),
% End GPS number of satellites,
% Cast duration (Seconds),55
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2024-01-26
% Temperature calibration date,2024-01-25
% Pressure calibration date,2024-01-23
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.14949091812047605,14.472974234861388,38315.394279728636,48533.7056839887,31.25976835892822,1500.6290973995831,1023.2026154076716
0.44999999999999996,0.44844047812328763,14.23284574465254,38473.455966034016,49032.201508449041,31.598711469943368,1500.2504536825263,1023.5150120761533
0.74999999999999989,0.74733334579550648,14.165375565153571,38456.112316100291,49094.527706145207,31.637992297467374,1500.0815608480787,1023.5605496344523
1.05,1.0462196715281549,14.1613187789917,38449.0390625,49090.582571399762,31.634726124952721,1500.0694654022036,1023.5602059541517
1.35,1.3451061928899473,14.158098220825195,38442.5859375,49086.38019230379,31.631341678048305,1500.0599571217058,1023.5595989527562
1.65,1.6439938642850731,14.1549711227417,38427.3671875,49070.866464234095,31.6198503807157,1500.0412600766194,1023.5527184806281
1.9500000000000002,1.9428841011225089,14.148751735687256,38403.64453125,49048.364032820456,31.603101716650457,1500.0063171219711,1023.5424174042915
2.25,2.2417774033682987,14.142532348632813,38379.921875000007,49025.854450549567,31.5863494601289,1499.9713646912803,1023.5321130081139
2.55,2.5406764558885291,14.108662605285645,38297.48828125,48962.922444801254,31.538417911479115,1499.8096043473777,1023.5034250485038
2.85,2.8395850995708023,14.040144920349119,38163.1015625,48876.741672400953,31.471067701607979,1499.5116120493362,1023.4668188127853
3.15,3.1384938889624063,13.925930023193359,38077.61328125,48910.344927612648,31.485832960294111,1499.1595152077359,1023.502816367087
3.4499999999999997,3.437381822374515,13.787003517150877,38063.21875,49066.975144353659,31.586544198523885,1498.8259322373162,1023.6100473515855
3.75,3.736244074154536,13.688583374023438,38042.59765625,49165.146845093361,31.648550086694787,1498.5792653468072,1023.6791130914979
4.05,4.0350933655775325,13.658238410949707,38033.3359375,49191.760283012911,31.664944704370185,1498.5032978662784,1023.6992201799432
4.35,4.3339368429008811,13.627893447875975,38024.07421875,49218.415534436586,31.681357557280545,1498.4272840863516,1023.7193347054966
4.6499999999999995,4.6327726545977832,13.582903861999514,38015.3125,49264.452250626819,31.710394849862094,1498.31760549984,1023.7521293114445
4.9499999999999993,4.9316000796173505,13.551559448242188,38011.734375,49299.866100141895,31.732967245236374,1498.2453661633326,1023.7771865427413
5.2499999999999991,5.2304204584147165,13.528886795043945,38016.2890625,49334.787772002426,31.755921014732579,1498.2022423225146,1023.8007994876369
5.55,5.5292362561129247,13.51771354675293,38012.8125,49344.5859057287,31.76186145343927,1498.1771658869607,1023.8089666535033
5.85,5.8280483374756722,13.509464263916014,38026.0078125,49372.288785812816,31.780880152596271,1498.1771745622882,1023.8266550583427
6.1499999999999995,6.1268582148906763,13.504069328308104,38014.8828125,49364.759979475137,31.774903485596663,1498.1572055998088,1023.8244586371972
6.4224350044944067,6.39821207885052,13.504961874688853,38021.804015655114,49372.603119818508,31.780493627466466,1498.1712464312598,1023.8298212532554
6.4224350044944067,6.3974955947365952,13.504961874688853,38021.804015655114,49372.603119818508,31.780493627466466,1498.1712464312598,1023.8298212532554
6.1499999999999995,6.1261417308381674,13.504069328308104,38014.8828125,49364.759979475137,31.774903485596663,1498.1572055998088,1023.8244586371972
5.85,5.8273317035042824,13.509991652555003,38025.196255574825,49370.55894304769,31.779686351078336,1498.1775167776777,1023.8256272475056
5.55,5.5285216437061937,13.504049451546424,38017.498555326434,49368.18217414734,31.777587007931995,1498.1503931851005,1023.823846871786
5.2499999999999991,5.2297121374673941,13.498417137492407,38019.8520629088,49378.461362613336,31.78458129203992,1498.1350041353771,1023.8290313239465
4.9499999999999993,4.9309030547699679,13.496150223788966,38015.224414608805,49375.358566526258,31.782279067424859,1498.1198228949588,1023.8263599630133
4.6499999999999995,4.6320938316682616,13.494676567082234,38017.077187404837,49379.655289679977,31.785346722800615,1498.1135962340986,1023.8276798692117
4.35,4.3332852598610652,13.497954084316785,38026.493440535625,49387.680910589967,31.791497083521612,1498.1267538381542,1023.830433798731
4.05,4.0344771174293683,13.519638348008677,38053.389065803167,49394.790161328689,31.798581261744928,1498.2020163966265,1023.830232958835
3.75,3.73566608516906,13.547674656145338,38060.203172089117,49367.703125539243,31.781703435476402,1498.270060148539,1023.8102416168423
3.4499999999999997,3.4368507862718833,13.567991692087938,38072.374738271094,49357.4763267768,31.776235725298029,1498.3259302714753,1023.8006063171222
3.15,3.1380349962643335,13.583696365356445,38100.7578125,49374.167591042329,31.789658836595105,1498.3887410340512,1023.8064870044741
2.85,2.8392202221945615,13.624283930699518,38151.174503522656,49387.549257837738,31.802833018377132,1498.5334890119545,1023.8071786281164
