% Device,CC1747005
% File name,CC1747005_20220912_174528
% Cast time (UTC),2022-09-12 17:45:28
% Cast time (local),2022-09-12 14:45:28
% Sample type,Cast
% Cast data,Down & up
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,45.1826804
% Start longitude,-66.3191378
% Start altitude,-24.530000686645508
% Start GPS horizontal error(Meter),7.880000114440918
% Start GPS vertical error(Meter),9.6999998092651367
% Start GPS number of satellites,5
% End latitude,45.1828746
% End longitude,-66.3190405
% End altitude,-32.619998931884766
% End GPS horizontal error(Meter),6.53000020980835
% End GPS vertical error(Meter),9.8199996948242188
% End GPS number of satellites,7
% Cast duration (Seconds),37.6
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2017-12-06
% Temperature calibration date,2017-11-30
% Pressure calibration date,2017-11-29
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.15083191788161091,22.612228393554688,33151.6640625,34814.232793804469,21.865139639258921,1514.1158663361366,1014.1109681577294
0.44999999999999996,0.45226209649236288,20.427120685597053,33497.121036747791,36869.077911169763,23.261713933577678,1509.6222623093634,1015.7313068347067
0.74999999999999989,0.75314160265857966,18.296918789214324,34542.827298440374,39890.629939058534,25.3212237427203,1505.7264064612527,1017.8114222340403
1.05,1.0536291367710955,17.527169685089714,34584.628710704812,40661.803932405113,25.835910582338773,1503.9935644678023,1018.3823779768204
1.35,1.3540025655506973,17.278850250665453,34623.232070358179,40946.279126657682,26.026248186193254,1503.4570395842093,1018.5851730898846
1.65,1.6543199343420358,17.160464694733765,34767.136746493183,41231.918336559414,26.222440275127543,1503.3224216729384,1018.762998609668
1.9500000000000002,1.9545812575936212,17.0700715885992,34980.402155816642,41573.97507887314,26.459600948732046,1503.3198510344435,1018.9658471727546
2.25,2.2547820227064945,16.947493266675441,35164.700161234279,41915.13893056674,26.694870920616413,1503.215792842738,1019.1744480066842
2.55,2.5549320975372374,16.849253435630914,35262.432206724159,42130.300198738238,26.84231200088805,1503.08599869094,1019.3104291030713
2.85,2.8550467155281911,16.79286333767989,35359.394226606637,42303.148675059885,26.961748974482344,1503.0531315862045,1019.4156668271218
3.15,3.1551264768559069,16.749272056621596,35511.774092193911,42529.81230910062,27.119828218728372,1503.1038781481586,1019.5476336572657
3.4499999999999997,3.4551596510549021,16.656179706195015,35688.807275219922,42837.350336656484,27.332879644223979,1503.0641824092704,1019.7326585706014
3.75,3.7551502772327763,16.550141665812035,35726.434105753637,42991.952221368461,27.437133656686495,1502.8594873618251,1019.8372429011306
4.05,4.0551188006006251,16.511705737351807,35751.240349243148,43061.637331219747,27.484502168977947,1502.7992529682483,1019.8833249287052
4.35,4.3550756737978782,16.494481539290557,35780.973403647869,43115.3397708649,27.521582167654632,1502.7931264104373,1019.9168517617916
4.6499999999999995,4.6550221927133961,16.4666081449995,35804.231772954932,43172.366121380728,27.560496905895352,1502.7559612216137,1019.9541275202848
4.9499999999999993,4.9549595147797341,16.4511254842217,35823.841114375318,43212.145262511156,27.587805788292915,1502.7440289699482,1019.9797868112643
5.2499999999999991,5.2548886431116468,16.435780367529823,35850.915866035139,43260.818968585023,27.621419316859246,1502.739736778587,1020.0102441543806
5.55,5.5548123299897112,16.423406474023516,35845.438285101336,43267.130031398905,27.625182891049061,1502.71048696001,1020.0171852875747
5.85,5.8547339164304182,16.422590916496858,35854.386355708892,43278.782860284111,27.633298420208128,1502.722213241062,1020.0249188849355
6.1499999999999995,6.1546538121961438,16.415854148987812,35851.095208569117,43281.84936087489,27.63504166957102,1502.7081964188947,1020.0290729955882
6.4499999999999993,6.4545706020062363,16.410017320093456,35868.9991276579,43309.567888363483,27.654285579203052,1502.7170339659183,1020.0464337655245
6.7499999999999991,6.754483484647551,16.409577793290019,35881.228965684379,43324.794501404635,27.66495120890626,1502.7328543709396,1020.0560381666305
7.0499999999999989,7.0543928404931124,16.404305517680275,35895.819705413393,43347.931159098087,27.680979763034223,1502.7397660616625,1020.0708123255241
7.35,7.3542953017799242,16.393346078594927,35930.966117609583,43401.8622816651,27.71853794486999,1502.7536326711891,1020.1033275651635
7.5599327949767421,7.5641529031469936,16.383690872931396,35972.353616209781,43461.992946282728,27.760586108187638,1502.7752179436377,1020.138594727675
7.5599327949767421,7.560519505094458,16.383690872931396,35972.353616209781,43461.992946282728,27.760586108187638,1502.7752179436377,1020.138594727675
7.35,7.3506641777400672,16.381522984639709,35951.146710562476,43438.646185046258,27.744005292802978,1502.7459800160027,1020.1254329499183
7.0499999999999989,7.0507698960879708,16.355040291067667,35890.617350171575,43393.280598403428,27.710644035438065,1502.62020062401,1020.1043501366975
6.7499999999999991,6.750868561119491,16.360129438481707,35856.760155003227,43347.011532369492,27.678226241310366,1502.5939408768272,1020.0770615380399
6.4499999999999993,6.4509619657221444,16.368752393810258,35854.996589794951,43335.844707707096,27.670844190427594,1502.6074026763331,1020.0681767459181
6.1499999999999995,6.15105205025951,16.368112760844774,35834.70772178367,43311.992414241206,27.654017895687694,1502.5811524789565,1020.0540889306403
5.85,5.8511405456800185,16.373171250700739,35846.826921177155,43321.343079991741,27.660986559583307,1502.5999471213922,1020.0569789783823
5.55,5.55122701008376,16.379696266709562,35830.135450752736,43294.3432206612,27.642288206135202,1502.5938909464317,1020.0398855855791
5.2499999999999991,5.25131196375513,16.377497153085955,35839.362337554172,43307.793853453579,27.651798698345186,1502.5929687223777,1020.0463146388717
4.9499999999999993,4.951399331490399,16.381064518267365,35860.023242913332,43329.02459177094,27.66710574929996,1502.6166679266498,1020.0559188399867
4.6499999999999995,4.6514850898406834,16.388848373203452,35838.8999892314,43295.357805165128,27.643747659008167,1502.609191457133,1020.0349794749757
4.35,4.3515645132885128,16.39312031575988,35811.310560427024,43257.563439584846,27.617294607541993,1502.5872217001279,1020.0124404346401
4.05,4.0516390182946811,16.398685825683387,35802.343046381407,43240.9173531904,27.605880083968835,1502.5865185346768,1020.0011370170194
3.75,3.7517074259528345,16.413679650923676,35774.732033347951,43191.926357297314,27.57203291571566,1502.5894855901481,1019.9705813737262
3.4499999999999997,3.4517676705033566,16.421182492373532,35746.494938299627,43150.01743960505,27.542832205031495,1502.5744345948544,1019.9452296475738
3.15,3.15182201233625,16.4354550779111,35741.513156483074,43129.142770699989,27.528852674954639,1502.5979054905738,1019.9300493419647
2.85,2.8518624394153709,16.457845235083273,35646.869263229106,42991.705262413532,27.432785331584729,1502.5526135204618,1019.8502177706192
2.55,2.551861620820588,16.521523275247365,35413.193490009289,42644.381391374081,27.190344885539776,1502.4682199375097,1019.6492392997795
2.25,2.2518125832613376,16.60658114527747,35316.125774132131,42440.552434263955,27.050429137271678,1502.567495711834,1019.5220640521487
1.9500000000000002,1.9517297346674269,16.648149868584643,35206.529569427032,42266.6189020601,26.929617350440243,1502.5534029183559,1019.4190913008426
1.65,1.6516041770913519,16.703825229763709,34981.8432212724,41940.808820944942,26.702334976296839,1502.4613504952354,1019.2315403525371
1.35,1.3514228889381177,16.830452402484664,34830.004425677864,41632.354451429521,26.490595593989582,1502.6066457042948,1019.0402169535013
1.05,1.0511874911365053,16.914748298029082,34652.406082381007,41336.769859608627,26.286114686773832,1502.6288423243479,1018.8638055723251
0.74999999999999989,0.75090899908404074,16.989586072819105,34556.717442254987,41149.152294959633,26.157305257206406,1502.707885648525,1018.7473534522857
0.44999999999999996,0.45058224807867447,17.085383209186293,34335.346147565157,40792.483671706854,25.910475448699405,1502.7167773718606,1018.5360144819
0.15,0.15019934639789123,17.205361645261014,34229.33984375,40550.937735648338,25.745642546905174,1502.892902242425,1018.3819311878185
