Serial Number,WE02710ED
Sample ID,00259
Start Time,2023-09-12 17:18:51 UTC
Duration,0:09:43
Total Volume (l),3.39
Distance (m),916
Peak Pressure (psi),9.5
Avg Flow (l/min),0.3
Avg Rate (mL/m),6.7
Avg Speed (m/s),1.6


Elapsed time (s),Volume (l),Pressure (psi),Flow (l/min),Rate (mL/m),Speed (m/s),Latitude,Longitude,Elevation (m),Accuracy (±m),Status
0,3.37,0.52,0.00,0.00,2.87,45.148092,-66.247979,7.5,2.1,lm
2,0.00,0.50,0.00,0.00,2.88,45.148042,-66.247965,7.6,2.1,
4,0.00,0.53,0.00,0.00,2.90,45.147989,-66.247953,7.2,2.1,
6,0.00,0.50,0.00,0.00,2.96,45.147929,-66.247935,7.1,2.2,
8,0.00,0.51,0.00,0.00,3.04,45.147866,-66.247912,6.9,2.2,
10,0.00,0.52,0.00,0.00,3.13,45.147800,-66.247887,7.0,2.2,
12,0.00,0.48,0.00,0.00,3.21,45.147735,-66.247860,7.3,2.2,
14,0.00,0.50,0.00,0.00,3.29,45.147673,-66.247830,7.5,2.2,
16,0.00,0.52,0.00,0.00,3.38,45.147609,-66.247801,7.5,3.2,
18,0.00,0.52,0.00,0.00,3.47,45.147545,-66.247772,7.3,3.2,
20,0.00,0.52,0.00,0.00,3.56,45.147481,-66.247739,7.4,3.2,
22,0.00,0.51,0.00,0.00,3.65,45.147418,-66.247702,7.4,3.2,
24,0.00,0.48,0.00,0.00,3.72,45.147357,-66.247665,7.8,3.2,
26,0.00,0.46,0.00,0.00,3.74,45.147296,-66.247631,7.9,3.2,
28,0.00,0.45,0.00,0.00,3.75,45.147231,-66.247600,7.9,3.2,
30,0.00,0.48,0.00,0.00,3.76,45.147167,-66.247568,8.0,3.2,
32,0.00,0.49,0.00,0.00,3.76,45.147103,-66.247539,8.0,3.2,
34,0.00,0.52,0.00,0.00,3.76,45.147040,-66.247509,7.9,3.2,
36,0.00,0.49,0.00,0.00,3.78,45.146976,-66.247477,7.9,3.3,
38,0.00,0.51,0.00,0.00,3.78,45.146912,-66.247445,7.8,3.3,
40,0.00,0.46,0.00,0.00,3.77,45.146849,-66.247415,7.8,3.3,
42,0.00,0.50,0.00,0.00,3.78,45.146784,-66.247383,7.6,3.3,
44,0.00,0.51,0.00,0.00,3.79,45.146719,-66.247351,7.7,3.3,
46,0.00,0.52,0.00,0.00,3.80,45.146656,-66.247317,7.6,3.2,
48,0.00,0.49,0.00,0.00,3.79,45.146594,-66.247283,7.7,3.2,
50,0.00,0.43,0.00,0.00,3.79,45.146531,-66.247248,7.4,3.2,
52,0.00,0.43,0.00,0.00,3.79,45.146467,-66.247213,7.2,3.2,
54,0.00,0.43,0.00,0.00,3.79,45.146403,-66.247179,7.4,3.2,
56,0.00,0.44,0.00,0.00,3.78,45.146338,-66.247147,7.4,3.3,
58,0.00,0.41,0.00,0.00,3.79,45.146274,-66.247115,7.1,3.3,
60,0.00,0.41,0.00,0.00,3.79,45.146210,-66.247083,7.3,3.3,
62,0.00,0.42,0.00,0.00,3.79,45.146144,-66.247053,7.6,3.3,
64,0.00,0.42,0.00,0.00,3.78,45.146080,-66.247022,7.7,3.3,
66,0.00,0.42,0.00,0.00,3.78,45.146018,-66.246990,7.6,3.1,
68,0.00,0.42,0.00,0.00,3.78,45.145955,-66.246957,7.7,3.1,
70,0.00,0.42,0.00,0.00,3.78,45.145894,-66.246919,7.7,3.1,
72,0.00,0.49,0.00,0.00,3.78,45.145830,-66.246884,7.7,3.1,
74,0.00,0.49,0.00,0.00,3.79,45.145767,-66.246844,7.5,3.1,
