Serial Number,WE02710ED
Sample ID,00261
Start Time,2023-09-13 15:28:58 UTC
Duration,0:10:54
Total Volume (l),3.17
Distance (m),99
Peak Pressure (psi),12.6
Avg Flow (l/min),0.3
Avg Rate (mL/m),41.7
Avg Speed (m/s),0.2


Elapsed time (s),Volume (l),Pressure (psi),Flow (l/min),Rate (mL/m),Speed (m/s),Latitude,Longitude,Elevation (m),Accuracy (±m),Status
0,0.00,-0.59,0.00,0.00,0.29,45.192057,-66.320052,7.0,2.1,
2,0.00,-0.52,0.00,0.00,0.30,45.192060,-66.320056,6.7,2.1,
4,0.00,-0.46,0.01,0.55,0.31,45.192069,-66.320059,6.9,2.1,
6,0.00,1.07,0.00,0.00,0.32,45.192077,-66.320060,6.4,2.1,
8,0.00,1.79,0.00,0.00,0.34,45.192084,-66.320060,6.3,2.1,
10,0.00,3.06,0.00,0.00,0.35,45.192092,-66.320058,6.1,2.1,
12,0.00,3.89,0.00,0.00,0.36,45.192098,-66.320053,6.1,2.1,
14,0.00,4.26,0.00,0.00,0.37,45.192104,-66.320049,6.1,2.1,
16,0.00,4.23,0.00,0.00,0.37,45.192108,-66.320044,6.1,2.1,
18,0.00,8.29,0.00,0.00,0.36,45.192113,-66.320040,6.1,2.1,
20,0.01,8.93,0.35,16.42,0.35,45.192117,-66.320037,5.9,2.0,
22,0.04,9.79,0.73,35.52,0.34,45.192121,-66.320033,5.6,2.0,
24,0.08,9.75,1.06,53.35,0.33,45.192124,-66.320028,5.3,2.0,
26,0.12,9.39,1.02,53.31,0.31,45.192126,-66.320023,5.2,2.0,
28,0.15,9.67,1.01,55.95,0.29,45.192128,-66.320018,5.1,2.0,
30,0.18,8.60,0.97,57.83,0.27,45.192130,-66.320013,5.0,2.5,
32,0.21,9.19,0.93,60.36,0.25,45.192131,-66.320008,5.0,2.5,
34,0.24,9.85,0.90,63.68,0.23,45.192132,-66.320004,4.9,2.5,
36,0.27,10.49,0.90,68.90,0.21,45.192134,-66.320001,4.9,2.5,
38,0.31,10.90,0.89,73.51,0.20,45.192136,-66.319997,4.9,2.5,
40,0.33,11.33,0.86,75.30,0.19,45.192137,-66.319994,4.8,2.5,
42,0.36,11.79,0.86,78.97,0.18,45.192137,-66.319990,4.8,2.5,
44,0.39,11.61,0.82,81.11,0.16,45.192138,-66.319987,4.8,2.5,
46,0.41,12.08,0.78,83.09,0.15,45.192139,-66.319985,4.8,2.5,
48,0.44,12.11,0.76,86.49,0.14,45.192139,-66.319983,4.8,2.5,
50,0.46,11.96,0.67,81.09,0.13,45.192140,-66.319980,4.7,2.5,
52,0.48,12.05,0.62,79.27,0.13,45.192143,-66.319979,4.8,2.5,
54,0.50,12.02,0.56,73.43,0.12,45.192146,-66.319976,4.8,2.5,
56,0.51,12.01,0.52,70.37,0.12,45.192148,-66.319974,4.9,2.5,
58,0.53,12.06,0.50,68.39,0.12,45.192150,-66.319971,5.0,2.5,
60,0.55,11.99,0.47,65.06,0.12,45.192151,-66.319969,5.1,2.5,
62,0.56,12.01,0.45,61.83,0.12,45.192152,-66.319965,5.1,2.5,
64,0.58,12.04,0.44,57.18,0.13,45.192152,-66.319960,5.0,2.5,
66,0.59,12.00,0.43,52.85,0.14,45.192152,-66.319956,5.1,2.5,
68,0.60,11.99,0.42,48.97,0.15,45.192153,-66.319951,5.1,2.5,
70,0.62,12.03,0.42,46.68,0.15,45.192153,-66.319946,5.0,2.9,
72,0.63,11.98,0.40,42.45,0.16,45.192151,-66.319941,5.0,2.9,
74,0.64,11.94,0.40,41.49,0.16,45.192149,-66.319936,5.0,2.9,
76,0.66,12.06,0.42,42.14,0.17,45.192146,-66.319931,5.0,2.9,
78,0.67,12.03,0.42,40.97,0.17,45.192145,-66.319926,4.8,2.9,
80,0.68,11.96,0.38,36.08,0.17,45.192141,-66.319922,4.7,2.5,
82,0.70,12.01,0.38,36.52,0.17,45.192138,-66.319917,4.7,2.5,
84,0.71,12.03,0.38,36.67,0.17,45.192134,-66.319913,4.6,2.5,
86,0.72,12.03,0.36,34.85,0.17,45.192130,-66.319909,4.4,2.5,
88,0.73,11.98,0.35,33.91,0.17,45.192128,-66.319905,4.3,2.5,
90,0.75,12.03,0.36,35.15,0.17,45.192126,-66.319902,4.2,2.5,
92,0.76,11.99,0.35,34.07,0.17,45.192126,-66.319894,4.3,2.5,
94,0.77,12.01,0.35,33.89,0.17,45.192124,-66.319888,4.5,2.5,
96,0.78,11.98,0.35,33.91,0.17,45.192122,-66.319887,4.8,2.5,
98,0.79,12.03,0.35,33.63,0.17,45.192119,-66.319883,4.8,2.4,
100,0.80,12.00,0.35,33.90,0.17,45.192118,-66.319880,5.0,2.4,
102,0.81,11.97,0.34,32.33,0.17,45.192119,-66.319876,5.1,2.4,
104,0.83,12.00,0.33,32.12,0.17,45.192120,-66.319873,5.0,2.4,
106,0.84,11.99,0.34,33.61,0.17,45.192122,-66.319869,5.1,2.4,
108,0.85,12.05,0.33,32.95,0.17,45.192122,-66.319864,5.1,2.4,
110,0.86,11.97,0.32,32.42,0.16,45.192121,-66.319860,5.0,2.4,
112,0.87,11.95,0.31,31.89,0.16,45.192118,-66.319856,4.9,2.4,
114,0.88,12.03,0.32,33.20,0.16,45.192117,-66.319853,4.8,2.4,
116,0.89,11.97,0.31,32.79,0.15,45.192116,-66.319850,4.5,2.4,
118,0.90,11.95,0.28,30.23,0.15,45.192114,-66.319848,4.5,2.4,
120,0.91,12.00,0.29,31.14,0.16,45.192111,-66.319845,4.6,2.4,
122,0.92,12.00,0.32,34.42,0.16,45.192110,-66.319843,4.3,2.4,
124,0.93,12.02,0.31,33.20,0.16,45.192108,-66.319842,4.3,2.4,
126,0.94,11.96,0.29,31.47,0.15,45.192105,-66.319840,4.2,2.4,
128,0.95,11.99,0.30,32.55,0.15,45.192102,-66.319839,4.3,2.4,
130,0.96,12.05,0.31,33.23,0.16,45.192101,-66.319837,4.1,2.4,
132,0.97,11.98,0.29,30.74,0.16,45.192099,-66.319836,4.1,2.4,
134,0.98,11.98,0.29,31.06,0.15,45.192099,-66.319834,4.0,2.4,
136,0.99,11.99,0.30,32.30,0.16,45.192101,-66.319833,4.0,2.4,
138,1.00,12.00,0.30,31.78,0.16,45.192106,-66.319829,3.8,2.4,
