"","station","depth","temperature","salinity","density"
"252","Musq_28",-4.35,13.987593353521,32.2199237468978,1024.06225063931
"253","Musq_28",-4.65,13.9831177540166,32.2281304847491,1024.07084541493
"254","Musq_28",-4.95,13.9844023005266,32.226321151829,1024.07052651627
"255","Musq_28",-5.25,13.9841204997843,32.2234604441737,1024.06971756633
"256","Musq_28",-5.55,13.9817991728949,32.2284673513911,1024.07540032487
"257","Musq_28",-5.85,13.9821082495591,32.228957748968,1024.07705651408
"258","Musq_28",-6.15,13.9807797803171,32.2223401438071,1024.07356192257
"259","Musq_28",-6.45,13.981721883888,32.2313191452826,1024.08164145707
"260","Musq_28",-6.75,13.9853774717569,32.2144847442556,1024.06923725941
"261","Musq_28",-7.05,13.9814423097357,32.223896867142,1024.07865229342
"262","Musq_28",-7.35,13.9866759981191,32.2199567844956,1024.07587843447
"263","Musq_28",-7.65,14.0030970756538,32.2133341703323,1024.06870344634
"264","Musq_32",-0.15,15.2888505545829,28.720764310532,1021.08108656988
"265","Musq_32",-0.45,14.5642292425443,31.7308394552653,1023.54774909856
"266","Musq_32",-0.75,14.2784689285281,32.0841529922898,1023.88135594152
"267","Musq_32",-1.05,14.2580720916078,32.110020450648,1023.90688410842
"268","Musq_32",-1.35,14.2499340966409,32.0924386735324,1023.89634535863
"269","Musq_32",-1.65,14.2381829958754,32.0951875108501,1023.90224534522
"270","Musq_32",-1.95,14.2362385992199,32.1021892936412,1023.90939128865
"271","Musq_32",-2.25,14.2359516682634,32.098832900575,1023.90820265531
"272","Musq_32",-2.55,14.2464111270945,32.0982379115214,1023.90691735568
"273","Musq_32",-2.85,14.256936962126,32.0925028258247,1023.90165240593
"274","Musq_32",-3.15,14.2541072521197,32.1029770205032,1023.9116602335
"275","Musq_32",-3.45,14.2571507264434,32.0992699716942,1023.90950905974
"276","Musq_32",-3.75,14.2560275523098,32.1023974364536,1023.91349460873
"277","Musq_32",-4.05,14.2580340075454,32.1032765789229,1023.9150948553
"278","Musq_32",-4.35,14.2537382369342,32.110850030657,1023.92317040976
"279","Musq_32",-4.65,14.2539925340002,32.1146059451633,1023.92735405629
"280","Musq_32",-4.95,14.2513599028728,32.1186436779288,1023.93235103956
"281","Musq_32",-5.25,14.2182934125699,32.1352892586294,1023.95337715117
"282","Musq_32",-5.55,14.16277324323,32.1310158353642,1023.96292392134
"283","Musq_32",-5.85,14.1325920279358,32.1211976217196,1023.96292624434
"284","Musq_32",-6.15,14.1165855799467,32.1287918040633,1023.97342822791
"285","Musq_32",-6.45,14.1082464651741,32.1222304794128,1023.9714252452
"286","Musq_32",-6.75,14.1007811997699,32.1355861715871,1023.98461174574
"287","Musq_32",-7.05,14.1015730132514,32.134336638466,1023.98482540131
"288","Musq_32",-7.35,14.1037907216619,32.135112031414,1023.98630794194
"289","Musq_32",-7.65,14.0974798905276,32.128909056615,1023.98416264958
"290","Musq_32",-7.95,14.0886049717443,32.1419766101713,1023.99741629891
"291","Musq_32",-8.25,14.0871435759187,32.1427312943458,1023.99964067014
"292","Musq_32",-8.55,14.079314267064,32.1488327204749,1024.00730314928
"293","Musq_32",-8.85,14.0688452185452,32.1530920932023,1024.01408717336
"294","Musq_32",-9.15,14.0573418222429,32.1598443103046,1024.02300638507
"295","Musq_32",-9.45,14.0459216733793,32.1656511651466,1024.03117787344
"296","Musq_32",-9.75,14.0401192446103,32.1620133611389,1024.03090437315
"297","Musq_32",-10.05,14.02886626829,32.1665081752251,1024.03802903807
"298","Musq_32",-10.35,14.0190828706972,32.1687732718729,1024.04312889057
"299","Musq_32",-10.65,14.0158962438108,32.1791137904015,1024.05310640141
"300","Musq_32",-10.95,14.0189063649848,32.1812184970407,1024.05545339107
"301","Musq_32",-11.25,14.0135354787896,32.1756874001664,1024.05362796886
"302","Musq_32",-11.55,14.0072147197446,32.1803155275608,1024.05983979497
"303","Musq_32",-11.85,13.9969740937897,32.1855554967349,1024.06732816819
"304","Musq_32",-12.05,13.9605877988884,32.2010748095204,1024.08811415666
"305","Musq_32",-12.15,14.0062841590283,32.1861844485975,1024.06724457259
"306","Musq_32",-12.35,13.9546104973828,32.2108068209156,1024.09819348067
"307","Musq_32",-12.45,13.999536401051,32.1954689563146,1024.07713801589
"308","Musq_32",-12.65,13.9720862507423,32.2036571941002,1024.09043064737
"309","Musq_32",-12.95,13.9652943940337,32.1991991692138,1024.08972263075
"310","Musq_32",-13.25,13.9486189180224,32.2079440814344,1024.10123471027
"311","Musq_32",-13.65,13.9498560079755,32.2056006517247,1024.10059994125
"312","Musq_4",-0.15,19.9087950194079,23.805391093082,1016.24644967277
"313","Musq_4",-0.45,18.7562519473917,24.5860946911385,1017.1336606583
"314","Musq_4",-0.75,17.6432524310167,25.7392644999634,1018.27938784316
"315","Musq_4",-1.05,17.2209589915594,26.0610126345563,1018.62309177457
"316","Musq_4",-1.35,17.0546513265751,26.2584218900914,1018.81269502169
"317","Musq_4",-1.65,16.9321449622487,26.4623876257122,1018.9972694811
"318","Musq_4",-1.95,16.8591107285919,26.6946091495861,1019.1924692368
"319","Musq_4",-2.25,16.7770372059765,26.872650028944,1019.34825602942
"320","Musq_4",-2.55,16.6853883554391,27.0163284432139,1019.47983420143
"321","Musq_4",-2.85,16.6253542863816,27.1972671530335,1019.63294229887
"322","Musq_4",-3.15,16.5923635672663,27.3243404468415,1019.73884149962
"323","Musq_4",-3.45,16.5386810992843,27.4378559246277,1019.83894410909
"324","Musq_4",-3.75,16.4819106583679,27.5045832862011,1019.90391213743
"325","Musq_4",-4.05,16.4551957815176,27.5451911264734,1019.94223097286
"326","Musq_4",-4.35,16.4438009275252,27.5694383875983,1019.96464609822
"327","Musq_4",-4.65,16.4277282591015,27.6021222824518,1019.99455349763
"328","Musq_4",-4.95,16.4160950012445,27.6274557687964,1020.01785282563
"329","Musq_4",-5.25,16.4066387603079,27.6366090076022,1020.02827939663
"330","Musq_4",-5.55,16.4015513703665,27.6337355485921,1020.02853543658
"331","Musq_4",-5.85,16.3978810835988,27.6471424898957,1020.04094893166
"332","Musq_4",-6.15,16.3919834549163,27.6445297826294,1020.04158096311
"333","Musq_4",-6.45,16.3893848569519,27.6625648848153,1020.05730525572
"334","Musq_4",-6.75,16.3848536158859,27.6715887251083,1020.06654985234
"335","Musq_4",-7.05,16.379672904374,27.6958118992361,1020.08758123111
"336","Musq_4",-7.35,16.3874345316173,27.7312716188365,1020.11438025754
"337","Musq_4",-7.55,16.3836908729314,27.7605861081876,1020.13859472768
"338","Musq_6",-0.15,17.9878735997269,26.9924374971574,1019.14766709144
"339","Musq_6",-0.45,16.8122743812938,27.8298428290103,1020.06457269708
"340","Musq_6",-0.75,16.5688938368021,28.0625029712371,1020.29853926132
"341","Musq_6",-1.05,16.4284902413799,28.4396497074468,1020.61991519741
"342","Musq_6",-1.35,16.3381274236097,28.6121350079961,1020.77342963642
"343","Musq_6",-1.65,16.294105214637,28.6725805378014,1020.83081707364
"344","Musq_6",-1.95,16.2407632962736,28.7446501720168,1020.89914357028
"345","Musq_6",-2.25,16.1842397014832,28.9488112447396,1021.06942630331
"346","Musq_6",-2.55,16.1451290084049,29.0087857165613,1021.12534599745
"347","Musq_6",-2.85,16.1306295087343,29.0201872817004,1021.13860718442
"348","Musq_6",-3.15,16.1041833666855,29.0686723494851,1021.18293550997
"349","Musq_6",-3.45,16.0914650010639,29.0857745459302,1021.20017481418
"350","Musq_6",-3.75,16.0753924281812,29.1330702338326,1021.24130642811
"351","Musq_6",-4.05,16.0423294625598,29.1763809826599,1021.28311518226
"352","Musq_6",-4.35,15.999669990787,29.2431282598501,1021.34497437296
"353","Musq_6",-4.65,15.9661852072655,29.2570030583367,1021.36425395185
"354","Musq_6",-4.95,15.8985487081886,29.3107352244413,1021.4216044868
"355","Musq_6",-5.25,15.8832687251408,29.3056952567193,1021.4224095494
"356","Musq_6",-5.55,15.8629037999222,29.3259254747226,1021.44371314857
"357","Musq_6",-5.85,15.8580103824968,29.322065418981,1021.44315546148
"358","Musq_6",-6.15,15.8522608695225,29.3277830060559,1021.45013383811
"359","Musq_6",-6.45,15.8444870264629,29.3381685490605,1021.46113461655
"360","Musq_6",-6.75,15.8396510964587,29.3469579588608,1021.47027028677
"361","Musq_6",-7.05,15.8377232631673,29.344162369754,1021.46988117164
"362","Musq_6",-7.35,15.8379907313313,29.3420962071719,1021.4695751994
"363","Musq_6",-7.65,15.8408770882003,29.3427163819108,1021.47076173503
