"Device","FileName","CastTime_Local","SampleType","CastData","LocationSource","Latitude_Default","Altitude_Default","Latitude_Start","Longitude_Start","Altitude_Start","GPS_Horiz_error_Start","GPS_Vert_error_Start","GPS_Num_Sat_Start","Latitude_End","Longitude_End","Altitude_End","GPS_Horiz_error_End","GPS_Vert_error_End","GPS_Num_Sat_End","Cast_Duration","SamplesPerSecond","Elec_Calib_Date","Conduct_Calib_Date","Temp_Calib_Date","Press_Calib_Date","day","month","year","hour","minute","Pressure","Depth","Temperature","Conductivity","Conductance","Salinity","SoundVelocity","Density","station"
"CC1747005","CC1747005_20220912_160136",2022-09-12 13:01:36,"Cast","Down & up","GPS",32,0,45.188175,-66.259366,-15.0900001525879,3.1800000667572,3.40000009536743,5,"45.1885907","-66.2597152","-5.88000011444092","17.4300003051758","50.7200012207031","4",93.4,5,"0001-01-01","2017-12-06","2017-11-30","2017-11-29",12,9,2022,13,1,3.15,3.13954900588482,14.3367360574587,38640.8113577791,49115.4264824322,31.6655243572277,1500.71096073151,1023.55712481726,"Musq_20"
"CC1747005","CC1747005_20220912_160136",2022-09-12 13:01:36,"Cast","Down & up","GPS",32,0,45.188175,-66.259366,-15.0900001525879,3.1800000667572,3.40000009536743,5,"45.1885907","-66.2597152","-5.88000011444092","17.4300003051758","50.7200012207031","4",93.4,5,"0001-01-01","2017-12-06","2017-11-30","2017-11-29",12,9,2022,13,1,3.45,3.4384524840813,14.410051620808,38536.0479259844,48891.1411443546,31.510099303681,1500.77210813978,1023.42340814885,"Musq_20"
"CC1747005","CC1747005_20220912_160136",2022-09-12 13:01:36,"Cast","Down & up","GPS",32,0,45.188175,-66.259366,-15.0900001525879,3.1800000667572,3.40000009536743,5,"45.1885907","-66.2597152","-5.88000011444092","17.4300003051758","50.7200012207031","4",93.4,5,"0001-01-01","2017-12-06","2017-11-30","2017-11-29",12,9,2022,13,1,3.75,3.73736892139833,14.3699052476376,38551.0790800177,48960.0861845242,31.5563739994321,1500.70093862211,1023.4687623413,"Musq_20"
"CC1747005","CC1747005_20220912_160136",2022-09-12 13:01:36,"Cast","Down & up","GPS",32,0,45.188175,-66.259366,-15.0900001525879,3.1800000667572,3.40000009536743,5,"45.1885907","-66.2597152","-5.88000011444092","17.4300003051758","50.7200012207031","4",93.4,5,"0001-01-01","2017-12-06","2017-11-30","2017-11-29",12,9,2022,13,1,4.05,4.03627618761897,14.362590100966,38565.9714189941,48988.1017992863,31.575800165118,1500.70486602177,1023.48659925505,"Musq_20"
"CC1747005","CC1747005_20220912_160136",2022-09-12 13:01:36,"Cast","Down & up","GPS",32,0,45.188175,-66.259366,-15.0900001525879,3.1800000667572,3.40000009536743,5,"45.1885907","-66.2597152","-5.88000011444092","17.4300003051758","50.7200012207031","4",93.4,5,"0001-01-01","2017-12-06","2017-11-30","2017-11-29",12,9,2022,13,1,4.35,4.33518217976835,14.3638007048148,38553.2173396892,48970.3949433084,31.5630738109372,1500.69887912714,1023.47787642093,"Musq_20"
"CC1747005","CC1747005_20220912_160136",2022-09-12 13:01:36,"Cast","Down & up","GPS",32,0,45.188175,-66.259366,-15.0900001525879,3.1800000667572,3.40000009536743,5,"45.1885907","-66.2597152","-5.88000011444092","17.4300003051758","50.7200012207031","4",93.4,5,"0001-01-01","2017-12-06","2017-11-30","2017-11-29",12,9,2022,13,1,4.65,4.63408525782627,14.3455289008074,38571.0387418734,49015.7837744582,31.5941196046875,1500.68082335779,1023.50694521275,"Musq_20"
"CC1747005","CC1747005_20220912_160136",2022-09-12 13:01:36,"Cast","Down & up","GPS",32,0,45.188175,-66.259366,-15.0900001525879,3.1800000667572,3.40000009536743,5,"45.1885907","-66.2597152","-5.88000011444092","17.4300003051758","50.7200012207031","4",93.4,5,"0001-01-01","2017-12-06","2017-11-30","2017-11-29",12,9,2022,13,1,4.95,4.93298580252939,14.3421277715039,38549.0957301429,48992.1337682003,31.5767715526074,1500.654460755,1023.49561459985,"Musq_20"
"CC1747005","CC1747005_20220912_160136",2022-09-12 13:01:36,"Cast","Down & up","GPS",32,0,45.188175,-66.259366,-15.0900001525879,3.1800000667572,3.40000009536743,5,"45.1885907","-66.2597152","-5.88000011444092","17.4300003051758","50.7200012207031","4",93.4,5,"0001-01-01","2017-12-06","2017-11-30","2017-11-29",12,9,2022,13,1,5.25,5.23189005475532,14.35790541563,38546.6398821674,48969.3741004565,31.5615460801688,1500.69283875743,1023.48194402146,"Musq_20"
"CC1747005","CC1747005_20220912_160136",2022-09-12 13:01:36,"Cast","Down & up","GPS",32,0,45.188175,-66.259366,-15.0900001525879,3.1800000667572,3.40000009536743,5,"45.1885907","-66.2597152","-5.88000011444092","17.4300003051758","50.7200012207031","4",93.4,5,"0001-01-01","2017-12-06","2017-11-30","2017-11-29",12,9,2022,13,1,5.55,5.53079519905423,14.3809013968468,38583.5441024307,48987.634530783,31.5763093158316,1500.78966342379,1023.48989458066,"Musq_20"
"CC1747005","CC1747005_20220912_160136",2022-09-12 13:01:36,"Cast","Down & up","GPS",32,0,45.188175,-66.259366,-15.0900001525879,3.1800000667572,3.40000009536743,5,"45.1885907","-66.2597152","-5.88000011444092","17.4300003051758","50.7200012207031","4",93.4,5,"0001-01-01","2017-12-06","2017-11-30","2017-11-29",12,9,2022,13,1,5.85,5.82970361010557,14.4114805314456,38575.5466073332,48939.479165918,31.5439880185916,1500.85600631944,1023.45996239195,"Musq_20"
"CC1747005","CC1747005_20220912_160136",2022-09-12 13:01:36,"Cast","Down & up","GPS",32,0,45.188175,-66.259366,-15.0900001525879,3.1800000667572,3.40000009536743,5,"45.1885907","-66.2597152","-5.88000011444092","17.4300003051758","50.7200012207031","4",93.4,5,"0001-01-01","2017-12-06","2017-11-30","2017-11-29",12,9,2022,13,1,6.15,6.12861662893694,14.4218379666428,38584.339282377,48937.7731639828,31.5434437486069,1500.89389695967,1023.45872936789,"Musq_20"
"CC1747005","CC1747005_20220912_160136",2022-09-12 13:01:36,"Cast","Down & up","GPS",32,0,45.188175,-66.259366,-15.0900001525879,3.1800000667572,3.40000009536743,5,"45.1885907","-66.2597152","-5.88000011444092","17.4300003051758","50.7200012207031","4",93.4,5,"0001-01-01","2017-12-06","2017-11-30","2017-11-29",12,9,2022,13,1,6.45,6.42752488108637,14.4214904832744,38630.9682639017,48997.3461052822,31.5860582508382,1500.94751321538,1023.49299424927,"Musq_20"
"CC1747005","CC1747005_20220912_160136",2022-09-12 13:01:36,"Cast","Down & up","GPS",32,0,45.188175,-66.259366,-15.0900001525879,3.1800000667572,3.40000009536743,5,"45.1885907","-66.2597152","-5.88000011444092","17.4300003051758","50.7200012207031","4",93.4,5,"0001-01-01","2017-12-06","2017-11-30","2017-11-29",12,9,2022,13,1,6.75,6.72639771458417,14.3654034923328,38859.18718523,49357.0289363331,31.8398960193109,1501.06732736703,1023.70171800673,"Musq_20"
"CC1747005","CC1747005_20220912_160136",2022-09-12 13:01:36,"Cast","Down & up","GPS",32,0,45.188175,-66.259366,-15.0900001525879,3.1800000667572,3.40000009536743,5,"45.1885907","-66.2597152","-5.88000011444092","17.4300003051758","50.7200012207031","4",93.4,5,"0001-01-01","2017-12-06","2017-11-30","2017-11-29",12,9,2022,13,1,7.05,7.02523784983723,14.3543534899593,38866.4028945721,49380.0551246362,31.8554623348293,1501.05465478221,1023.71736038362,"Musq_20"
"CC1747005","CC1747005_20220912_160136",2022-09-12 13:01:36,"Cast","Down & up","GPS",32,0,45.188175,-66.259366,-15.0900001525879,3.1800000667572,3.40000009536743,5,"45.1885907","-66.2597152","-5.88000011444092","17.4300003051758","50.7200012207031","4",93.4,5,"0001-01-01","2017-12-06","2017-11-30","2017-11-29",12,9,2022,13,1,7.35,7.32407650269555,14.3694197692739,38875.4244774719,49372.615478337,31.8511793574939,1501.10345734979,1023.71226340684,"Musq_20"
"CC1747005","CC1747005_20220912_160136",2022-09-12 13:01:36,"Cast","Down & up","GPS",32,0,45.188175,-66.259366,-15.0900001525879,3.1800000667572,3.40000009536743,5,"45.1885907","-66.2597152","-5.88000011444092","17.4300003051758","50.7200012207031","4",93.4,5,"0001-01-01","2017-12-06","2017-11-30","2017-11-29",12,9,2022,13,1,7.65,7.62291886841756,14.3897875306227,38869.6763248553,49339.7892723297,31.8290665101569,1501.14858214287,1023.69231225477,"Musq_20"
"CC1747005","CC1747005_20220912_160136",2022-09-12 13:01:36,"Cast","Down & up","GPS",32,0,45.188175,-66.259366,-15.0900001525879,3.1800000667572,3.40000009536743,5,"45.1885907","-66.2597152","-5.88000011444092","17.4300003051758","50.7200012207031","4",93.4,5,"0001-01-01","2017-12-06","2017-11-30","2017-11-29",12,9,2022,13,1,7.95,7.92176384215703,14.3889610462221,38870.4219897672,49341.7710918467,31.8303119247972,1501.15231948703,1023.69478479281,"Musq_20"
"CC1747005","CC1747005_20220912_160136",2022-09-12 13:01:36,"Cast","Down & up","GPS",32,0,45.188175,-66.259366,-15.0900001525879,3.1800000667572,3.40000009536743,5,"45.1885907","-66.2597152","-5.88000011444092","17.4300003051758","50.7200012207031","4",93.4,5,"0001-01-01","2017-12-06","2017-11-30","2017-11-29",12,9,2022,13,1,8.25,8.22060678631807,14.3828839830978,38878.1714391478,49359.223483777,31.8422639548853,1501.15155592887,1023.70660629689,"Musq_20"
"CC1747005","CC1747005_20220912_160136",2022-09-12 13:01:36,"Cast","Down & up","GPS",32,0,45.188175,-66.259366,-15.0900001525879,3.1800000667572,3.40000009536743,5,"45.1885907","-66.2597152","-5.88000011444092","17.4300003051758","50.7200012207031","4",93.4,5,"0001-01-01","2017-12-06","2017-11-30","2017-11-29",12,9,2022,13,1,8.59853411843996,8.56779439888848,14.3944243047245,38892.6781010899,49363.1761188418,31.8458693923832,1501.198925398,1023.70853927938,"Musq_20"
"CC1747005","CC1747005_20220912_160136",2022-09-12 13:01:36,"Cast","Down & up","GPS",32,0,45.188175,-66.259366,-15.0900001525879,3.1800000667572,3.40000009536743,5,"45.1885907","-66.2597152","-5.88000011444092","17.4300003051758","50.7200012207031","4",93.4,5,"0001-01-01","2017-12-06","2017-11-30","2017-11-29",12,9,2022,13,1,8.59853411843996,8.56541698239408,14.3466963104821,38871.3452267747,49395.9453673615,31.8656896774748,1501.06737871576,1023.73375758671,"Musq_20"
"CC1747005","CC1747005_20220912_160136",2022-09-12 13:01:36,"Cast","Down & up","GPS",32,0,45.188175,-66.259366,-15.0900001525879,3.1800000667572,3.40000009536743,5,"45.1885907","-66.2597152","-5.88000011444092","17.4300003051758","50.7200012207031","4",93.4,5,"0001-01-01","2017-12-06","2017-11-30","2017-11-29",12,9,2022,13,1,8.25,8.21824021217389,14.31264346844,38849.0694441771,49410.4008489851,31.8735361437689,1500.96029495156,1023.74532737929,"Musq_20"
"CC1747005","CC1747005_20220912_160136",2022-09-12 13:01:36,"Cast","Down & up","GPS",32,0,45.188175,-66.259366,-15.0900001525879,3.1800000667572,3.40000009536743,5,"45.1885907","-66.2597152","-5.88000011444092","17.4300003051758","50.7200012207031","4",93.4,5,"0001-01-01","2017-12-06","2017-11-30","2017-11-29",12,9,2022,13,1,7.95,7.91941174891292,14.3035614439409,38854.0931033219,49428.2091442781,31.8857304043398,1500.94011277466,1023.75527693568,"Musq_20"
"CC1747005","CC1747005_20220912_160136",2022-09-12 13:01:36,"Cast","Down & up","GPS",32,0,45.188175,-66.259366,-15.0900001525879,3.1800000667572,3.40000009536743,5,"45.1885907","-66.2597152","-5.88000011444092","17.4300003051758","50.7200012207031","4",93.4,5,"0001-01-01","2017-12-06","2017-11-30","2017-11-29",12,9,2022,13,1,7.65,7.62058467655068,14.3034086227417,38854.5390625,49428.9686620438,31.8863786824366,1500.93541554123,1023.75446820337,"Musq_20"
"CC1747005","CC1747005_20220912_160136",2022-09-12 13:01:36,"Cast","Down & up","GPS",32,0,45.188175,-66.259366,-15.0900001525879,3.1800000667572,3.40000009536743,5,"45.1885907","-66.2597152","-5.88000011444092","17.4300003051758","50.7200012207031","4",93.4,5,"0001-01-01","2017-12-06","2017-11-30","2017-11-29",12,9,2022,13,1,7.35,7.32175619869245,14.3189211463199,38861.8146318448,49418.7194089405,31.8803500580966,1500.97376299226,1023.74525755386,"Musq_20"
"CC1747005","CC1747005_20220912_160136",2022-09-12 13:01:36,"Cast","Down & up","GPS",32,0,45.188175,-66.259366,-15.0900001525879,3.1800000667572,3.40000009536743,5,"45.1885907","-66.2597152","-5.88000011444092","17.4300003051758","50.7200012207031","4",93.4,5,"0001-01-01","2017-12-06","2017-11-30","2017-11-29",12,9,2022,13,1,7.05,7.02292499006055,14.3362341199175,38870.282234643,49407.7319604947,31.8739293416802,1501.01747487796,1023.73536853733,"Musq_20"
"CC1747005","CC1747005_20220912_160136",2022-09-12 13:01:36,"Cast","Down & up","GPS",32,0,45.188175,-66.259366,-15.0900001525879,3.1800000667572,3.40000009536743,5,"45.1885907","-66.2597152","-5.88000011444092","17.4300003051758","50.7200012207031","4",93.4,5,"0001-01-01","2017-12-06","2017-11-30","2017-11-29",12,9,2022,13,1,6.75,6.72408914940135,14.3623237609863,38871.71875,49376.8088820602,31.8538670738369,1501.0736746458,1023.71313207608,"Musq_20"
"CC1747005","CC1747005_20220912_160136",2022-09-12 13:01:36,"Cast","Down & up","GPS",32,0,45.188175,-66.259366,-15.0900001525879,3.1800000667572,3.40000009536743,5,"45.1885907","-66.2597152","-5.88000011444092","17.4300003051758","50.7200012207031","4",93.4,5,"0001-01-01","2017-12-06","2017-11-30","2017-11-29",12,9,2022,13,1,6.45,6.4252500830894,14.3627540596666,38873.653532487,49378.7267445283,31.8553930176337,1501.07189402376,1023.71287901407,"Musq_20"
"CC1747005","CC1747005_20220912_160136",2022-09-12 13:01:36,"Cast","Down & up","GPS",32,0,45.188175,-66.259366,-15.0900001525879,3.1800000667572,3.40000009536743,5,"45.1885907","-66.2597152","-5.88000011444092","17.4300003051758","50.7200012207031","4",93.4,5,"0001-01-01","2017-12-06","2017-11-30","2017-11-29",12,9,2022,13,1,6.15,6.12641018482825,14.3684406191398,38873.9501099343,49371.9709221032,31.8510971391413,1501.08034830939,1023.70704295432,"Musq_20"
"CC1747005","CC1747005_20220912_160136",2022-09-12 13:01:36,"Cast","Down & up","GPS",32,0,45.188175,-66.259366,-15.0900001525879,3.1800000667572,3.40000009536743,5,"45.1885907","-66.2597152","-5.88000011444092","17.4300003051758","50.7200012207031","4",93.4,5,"0001-01-01","2017-12-06","2017-11-30","2017-11-29",12,9,2022,13,1,5.85,5.82756960795948,14.3787233416565,38889.1804316247,49378.4169870308,31.8566449418756,1501.115203222,1023.70784046425,"Musq_20"
"CC1747005","CC1747005_20220912_160136",2022-09-12 13:01:36,"Cast","Down & up","GPS",32,0,45.188175,-66.259366,-15.0900001525879,3.1800000667572,3.40000009536743,5,"45.1885907","-66.2597152","-5.88000011444092","17.4300003051758","50.7200012207031","4",93.4,5,"0001-01-01","2017-12-06","2017-11-30","2017-11-29",12,9,2022,13,1,5.55,5.52872848298436,14.3891677856445,38896.44921875,49374.5506765008,31.8547945074432,1501.14192518276,1023.7028985398,"Musq_20"
"CC1747005","CC1747005_20220912_160136",2022-09-12 13:01:36,"Cast","Down & up","GPS",32,0,45.188175,-66.259366,-15.0900001525879,3.1800000667572,3.40000009536743,5,"45.1885907","-66.2597152","-5.88000011444092","17.4300003051758","50.7200012207031","4",93.4,5,"0001-01-01","2017-12-06","2017-11-30","2017-11-29",12,9,2022,13,1,5.25,5.22988410721491,14.4048534128129,38891.827317889,49349.0318444414,31.8377912494991,1501.16790659004,1023.68517989009,"Musq_20"
"CC1747005","CC1747005_20220912_160136",2022-09-12 13:01:36,"Cast","Down & up","GPS",32,0,45.188175,-66.259366,-15.0900001525879,3.1800000667572,3.40000009536743,5,"45.1885907","-66.2597152","-5.88000011444092","17.4300003051758","50.7200012207031","4",93.4,5,"0001-01-01","2017-12-06","2017-11-30","2017-11-29",12,9,2022,13,1,4.95,4.93103852880024,14.3779992115116,38874.3622562865,49360.509719501,31.844064576206,1501.08327234348,1023.69426987862,"Musq_20"
"CC1747005","CC1747005_20220912_160136",2022-09-12 13:01:36,"Cast","Down & up","GPS",32,0,45.188175,-66.259366,-15.0900001525879,3.1800000667572,3.40000009536743,5,"45.1885907","-66.2597152","-5.88000011444092","17.4300003051758","50.7200012207031","4",93.4,5,"0001-01-01","2017-12-06","2017-11-30","2017-11-29",12,9,2022,13,1,4.65,4.63219758219197,14.3351273083929,38856.4224265694,49391.5045983321,31.8630991758348,1500.96154432675,1023.71652360181,"Musq_20"
"CC1747005","CC1747005_20220912_160136",2022-09-12 13:01:36,"Cast","Down & up","GPS",32,0,45.188175,-66.259366,-15.0900001525879,3.1800000667572,3.40000009536743,5,"45.1885907","-66.2597152","-5.88000011444092","17.4300003051758","50.7200012207031","4",93.4,5,"0001-01-01","2017-12-06","2017-11-30","2017-11-29",12,9,2022,13,1,4.35,4.33336338149753,14.3158769607544,38868.6171875,49431.1970025483,31.8902219853044,1500.92583414424,1023.74009902483,"Musq_20"
"CC1747005","CC1747005_20220912_160136",2022-09-12 13:01:36,"Cast","Down & up","GPS",32,0,45.188175,-66.259366,-15.0900001525879,3.1800000667572,3.40000009536743,5,"45.1885907","-66.2597152","-5.88000011444092","17.4300003051758","50.7200012207031","4",93.4,5,"0001-01-01","2017-12-06","2017-11-30","2017-11-29",12,9,2022,13,1,4.05,4.03453138136065,14.330247009588,38874.9858828297,49421.2328152333,31.8843057230868,1500.96058907313,1023.73121125998,"Musq_20"
"CC1747005","CC1747005_20220912_160136",2022-09-12 13:01:36,"Cast","Down & up","GPS",32,0,45.188175,-66.259366,-15.0900001525879,3.1800000667572,3.40000009536743,5,"45.1885907","-66.2597152","-5.88000011444092","17.4300003051758","50.7200012207031","4",93.4,5,"0001-01-01","2017-12-06","2017-11-30","2017-11-29",12,9,2022,13,1,3.75,3.73569410549693,14.3691630153831,38884.1053057462,49383.96238009,31.8606845305362,1501.0542200994,1023.70356373841,"Musq_20"
"CC1747005","CC1747005_20220912_160136",2022-09-12 13:01:36,"Cast","Down & up","GPS",32,0,45.188175,-66.259366,-15.0900001525879,3.1800000667572,3.40000009536743,5,"45.1885907","-66.2597152","-5.88000011444092","17.4300003051758","50.7200012207031","4",93.4,5,"0001-01-01","2017-12-06","2017-11-30","2017-11-29",12,9,2022,13,1,3.45,3.43685137209861,14.3799759397834,38884.4366335968,49370.8232491758,31.8522006296322,1501.07439000447,1023.69343102992,"Musq_20"
"CC1747005","CC1747005_20220912_160136",2022-09-12 13:01:36,"Cast","Down & up","GPS",32,0,45.188175,-66.259366,-15.0900001525879,3.1800000667572,3.40000009536743,5,"45.1885907","-66.2597152","-5.88000011444092","17.4300003051758","50.7200012207031","4",93.4,5,"0001-01-01","2017-12-06","2017-11-30","2017-11-29",12,9,2022,13,1,3.15,3.13800700810164,14.3886200350597,38894.5429797088,49372.8175106019,31.8544208350739,1501.10003535827,1023.69200314789,"Musq_20"
"CC1747005","CC1747005_20220912_160136",2022-09-12 13:01:36,"Cast","Down & up","GPS",32,0,45.188175,-66.259366,-15.0900001525879,3.1800000667572,3.40000009536743,5,"45.1885907","-66.2597152","-5.88000011444092","17.4300003051758","50.7200012207031","4",93.4,5,"0001-01-01","2017-12-06","2017-11-30","2017-11-29",12,9,2022,13,1,2.85,2.83915914263775,14.4239621835271,38906.0362765231,49343.1331120488,31.8359470560469,1501.1879473446,1023.66905378632,"Musq_20"
"CC1747005","CC1747005_20220912_160136",2022-09-12 13:01:36,"Cast","Down & up","GPS",32,0,45.188175,-66.259366,-15.0900001525879,3.1800000667572,3.40000009536743,5,"45.1885907","-66.2597152","-5.88000011444092","17.4300003051758","50.7200012207031","4",93.4,5,"0001-01-01","2017-12-06","2017-11-30","2017-11-29",12,9,2022,13,1,2.55,2.54030721335838,14.4279908668108,38905.1325349464,49336.9452508617,31.8319263886155,1501.19133095599,1023.66377352032,"Musq_20"
"CC1747005","CC1747005_20220912_160136",2022-09-12 13:01:36,"Cast","Down & up","GPS",32,0,45.188175,-66.259366,-15.0900001525879,3.1800000667572,3.40000009536743,5,"45.1885907","-66.2597152","-5.88000011444092","17.4300003051758","50.7200012207031","4",93.4,5,"0001-01-01","2017-12-06","2017-11-30","2017-11-29",12,9,2022,13,1,2.25,2.24145286438471,14.4528236223299,38920.0515089852,49324.7985005524,31.8252293119395,1501.25890440514,1023.65208826672,"Musq_20"
"CC1747005","CC1747005_20220912_160136",2022-09-12 13:01:36,"Cast","Down & up","GPS",32,0,45.188175,-66.259366,-15.0900001525879,3.1800000667572,3.40000009536743,5,"45.1885907","-66.2597152","-5.88000011444092","17.4300003051758","50.7200012207031","4",93.4,5,"0001-01-01","2017-12-06","2017-11-30","2017-11-29",12,9,2022,13,1,1.95,1.94259320905806,14.4741608171637,38911.7277959109,49287.593441368,31.8002495280517,1501.29377671853,1023.62703383495,"Musq_20"
"CC1747005","CC1747005_20220912_160136",2022-09-12 13:01:36,"Cast","Down & up","GPS",32,0,45.188175,-66.259366,-15.0900001525879,3.1800000667572,3.40000009536743,5,"45.1885907","-66.2597152","-5.88000011444092","17.4300003051758","50.7200012207031","4",93.4,5,"0001-01-01","2017-12-06","2017-11-30","2017-11-29",12,9,2022,13,1,1.65,1.64373205993309,14.4582544207583,38915.0009182756,49311.6098133869,31.8163982142447,1501.25623614425,1023.64146593187,"Musq_20"
"CC1747005","CC1747005_20220912_160136",2022-09-12 13:01:36,"Cast","Down & up","GPS",32,0,45.188175,-66.259366,-15.0900001525879,3.1800000667572,3.40000009536743,5,"45.1885907","-66.2597152","-5.88000011444092","17.4300003051758","50.7200012207031","4",93.4,5,"0001-01-01","2017-12-06","2017-11-30","2017-11-29",12,9,2022,13,1,1.35,1.34487304657967,14.4662995537732,38926.1608781494,49315.696326067,31.8200680381988,1501.28158174111,1023.64127509208,"Musq_20"
"CC1747005","CC1747005_20220912_160136",2022-09-12 13:01:36,"Cast","Down & up","GPS",32,0,45.188175,-66.259366,-15.0900001525879,3.1800000667572,3.40000009536743,5,"45.1885907","-66.2597152","-5.88000011444092","17.4300003051758","50.7200012207031","4",93.4,5,"0001-01-01","2017-12-06","2017-11-30","2017-11-29",12,9,2022,13,1,1.05,1.04601205700156,14.4626634104574,38904.0150502161,49292.1811251933,31.8030042235147,1501.24493236238,1023.62753912244,"Musq_20"
