Time,Conductivity,Temperature,Pressure,Sea pressure,Depth,Salinity,Speed of sound,Specific conductivity,Density anomaly
2023-09-13 15:56:09.500,2.4306210,20.5465473,10.1895360,0.0570360,0.0565709,1.3781966,1485.6107351,2656.3198660,-0.8584205
2023-09-13 15:56:10.000,2.4561398,20.5453314,10.1934896,0.0609896,0.0604922,1.3934982,1485.6245934,2684.2764666,-0.8465089
2023-09-13 15:56:10.500,2.4375561,20.5456683,10.2080932,0.0755932,0.0749768,1.3823711,1485.6131553,2663.9478929,-0.8549737
2023-09-13 15:56:11.000,2.3974201,20.5509794,10.2065607,0.0740607,0.0734567,1.3582172,1485.6015768,2619.7936199,-0.8744833
2023-09-13 15:56:11.500,2.3798336,20.5572227,10.2077171,0.0752171,0.0746037,1.3475229,1485.6082063,2600.2370335,-0.8839483
2023-09-13 15:56:12.000,2.4297079,20.5588336,10.2019871,0.0694871,0.0689204,1.3772613,1485.6468976,2654.6410400,-0.8617113
2023-09-13 15:56:12.500,2.4893929,20.5542800,10.2117771,0.0792771,0.0786306,1.4131124,1485.6742357,2720.1100359,-0.8334351
2023-09-13 15:56:13.000,2.5050600,20.5441050,10.2068807,0.0743807,0.0737741,1.4228283,1485.6545755,2737.8105920,-0.8238879
2023-09-13 15:56:13.500,2.5038372,20.5360260,10.2073640,0.0748640,0.0742535,1.4223601,1485.6296985,2736.9359476,-0.8225084
2023-09-13 15:56:14.000,2.5038382,20.5355307,10.2076889,0.0751889,0.0745758,1.4223769,1485.6282300,2736.9653457,-0.8223879
2023-09-13 15:56:14.500,2.5069637,20.5338261,10.2074195,0.0749195,0.0743085,1.4243058,1485.6252872,2740.4793918,-0.8205572
2023-09-13 15:56:15.000,2.4992177,20.5317420,10.1990250,0.0665250,0.0659825,1.4197321,1485.6136486,2732.1308090,-0.8236254
2023-09-13 15:56:15.500,2.4946617,20.5277898,10.2040540,0.0715540,0.0709705,1.4171309,1485.5988488,2727.3752906,-0.8247325
2023-09-13 15:56:16.000,2.4811122,20.5263006,10.2078475,0.0753475,0.0747330,1.4090617,1485.5852157,2712.6462788,-0.8305303
2023-09-13 15:56:16.500,2.4613423,20.5280477,10.1964969,0.0639969,0.0634751,1.3971666,1485.5767251,2690.9332077,-0.8399997
2023-09-13 15:56:17.000,2.4586969,20.5310631,10.2042423,0.0717423,0.0711573,1.3954861,1485.5840278,2687.8717971,-0.8418884
2023-09-13 15:56:17.500,2.4584372,20.5333103,10.1983797,0.0658797,0.0653425,1.3952586,1485.5904465,2687.4617717,-0.8425700
2023-09-13 15:56:18.000,2.4430752,20.5368575,10.2022240,0.0697240,0.0691554,1.3859528,1485.5905865,2670.4708190,-0.8503878
2023-09-13 15:56:18.500,2.4857159,20.5382101,10.2117483,0.0792483,0.0786020,1.4114326,1485.6238900,2717.0036528,-0.8312639
2023-09-13 15:56:19.000,2.5197070,20.5320736,10.2022253,0.0697253,0.0691567,1.4320024,1485.6286971,2754.5104531,-0.8143542
2023-09-13 15:56:19.500,2.5901980,20.5249534,10.2050224,0.0725224,0.0719310,1.4745490,1485.6557989,2831.9914802,-0.7804727
2023-09-13 15:56:20.000,2.5758788,20.5166605,10.2102970,0.0777970,0.0771626,1.4662272,1485.6213913,2816.8235522,-0.7849961
2023-09-13 15:56:20.500,2.5806670,20.5142823,10.2041898,0.0716898,0.0711052,1.4691842,1485.6174903,2822.1997606,-0.7822664
2023-09-13 15:56:21.000,2.5444679,20.5136667,10.1989451,0.0664451,0.0659033,1.4474666,1485.5907782,2782.6485455,-0.7986673
2023-09-13 15:56:21.500,2.5161210,20.5167552,10.2000763,0.0675763,0.0670253,1.4303568,1485.5805953,2751.4705998,-0.8123309
2023-09-13 15:56:22.000,2.5650190,20.5236431,10.2006963,0.0681963,0.0676402,1.4594702,1485.6345820,2804.5387655,-0.7916733
2023-09-13 15:56:22.500,2.6512721,20.5244114,10.2037896,0.0712896,0.0707082,1.5112923,1485.6960355,2898.7995696,-0.7524340
2023-09-13 15:56:23.000,2.8745120,20.5122724,10.2101104,0.0776104,0.0769775,1.6464885,1485.8135894,3143.6786818,-0.6470570
2023-09-13 15:56:23.500,3.0087677,20.4813252,10.2042215,0.0717215,0.0711366,1.7291380,1485.8142846,3292.6350141,-0.5776450
2023-09-13 15:56:24.000,3.0155800,20.4580555,10.1977928,0.0652928,0.0647604,1.7342103,1485.7497429,3301.6963327,-0.5688325
2023-09-13 15:56:24.500,2.9627158,20.4470881,10.1992473,0.0667473,0.0662030,1.7025056,1485.6805541,3244.5606958,-0.5905681
2023-09-13 15:56:25.000,2.9653879,20.4461471,10.2071838,0.0746838,0.0740748,1.7041662,1485.6797353,3247.5509455,-0.5890685
2023-09-13 15:56:25.500,3.0075109,20.4459105,10.2035255,0.0710255,0.0704463,1.7297872,1485.7081393,3293.6983299,-0.5695660
2023-09-13 15:56:26.000,3.0492955,20.4430980,10.2103868,0.0778868,0.0772517,1.7553324,1485.7288484,3339.6555466,-0.5495225
2023-09-13 15:56:26.500,3.0444348,20.4371841,10.1952183,0.0627183,0.0622069,1.7526121,1485.7076436,3334.7446321,-0.5503925
2023-09-13 15:56:27.000,3.0857249,20.4342825,10.2052808,0.0727808,0.0721873,1.7778885,1485.7278264,3380.1773852,-0.5305202
2023-09-13 15:56:27.500,3.0629435,20.4310761,10.2010074,0.0685074,0.0679487,1.7641349,1485.7024138,3355.4472368,-0.5403035
2023-09-13 15:56:28.000,3.0993340,20.4299566,10.1927248,0.0602248,0.0597337,1.7863649,1485.7242052,3395.3924488,-0.5232112
2023-09-13 15:56:28.500,3.1780763,20.4270184,10.2035676,0.0710676,0.0704881,1.8345562,1485.7703658,3481.8705700,-0.4859190
2023-09-13 15:56:29.000,3.2202359,20.4198128,10.2143041,0.0818041,0.0811370,1.8606389,1485.7784646,3528.5924602,-0.4645120
2023-09-13 15:56:29.500,3.1729193,20.4123977,10.2058361,0.0733361,0.0727381,1.8320240,1485.7233595,3477.2848079,-0.4847033
2023-09-13 15:56:30.000,3.1397161,20.4077524,10.2000833,0.0675833,0.0670322,1.8119336,1485.6863598,3441.2311532,-0.4990001
2023-09-13 15:56:30.500,3.0362304,20.4074739,10.2030750,0.0705750,0.0699995,1.7488156,1485.6136967,3327.8268856,-0.5468865
2023-09-13 15:56:31.000,3.0309638,20.4118039,10.2025400,0.0700400,0.0694689,1.7454323,1485.6229199,3321.7532925,-0.5503854
2023-09-13 15:56:31.500,3.0204251,20.4148360,10.2038120,0.0713120,0.0707305,1.7388917,1485.6246542,3309.9934744,-0.5559980
2023-09-13 15:56:32.000,3.0151585,20.4159554,10.2078527,0.0753527,0.0747382,1.7356398,1485.6243995,3304.1444923,-0.5586899
2023-09-13 15:56:32.500,3.0275133,20.4149359,10.2094477,0.0769477,0.0763203,1.7432043,1485.6299607,3317.7541797,-0.5527165
2023-09-13 15:56:33.000,2.9193020,20.4137797,10.2049892,0.0724892,0.0718981,1.6774279,1485.5514623,3199.2464451,-0.6024753
2023-09-13 15:56:33.500,2.9478939,20.4177107,10.1896930,0.0571930,0.0567266,1.6946496,1485.5827106,3230.3142067,-0.5902974
2023-09-13 15:56:34.000,2.9057736,20.4234234,10.2019380,0.0694380,0.0688717,1.6688394,1485.5707682,3183.7778536,-0.6110774
2023-09-13 15:56:34.500,2.8603020,20.4303613,10.2049303,0.0724303,0.0718397,1.6409842,1485.5600377,3133.5007714,-0.6337168
2023-09-13 15:56:35.000,2.9215035,20.4367057,10.2026524,0.0701524,0.0695803,1.6778771,1485.6212024,3200.1229644,-0.6070462
2023-09-13 15:56:35.500,2.9848283,20.4364534,10.1951552,0.0626552,0.0621443,1.7163673,1485.6641606,3269.5041774,-0.5777773
2023-09-13 15:56:36.000,2.9595905,20.4339461,10.1925265,0.0600265,0.0595370,1.7011226,1485.6391804,3242.0295296,-0.5888372
2023-09-13 15:56:36.500,2.9502671,20.4357911,10.2012505,0.0687505,0.0681899,1.6953841,1485.6383605,3231.6915916,-0.5935529
2023-09-13 15:56:37.000,3.0401439,20.4386612,10.2031964,0.0706964,0.0701199,1.7499393,1485.7091925,3329.9416498,-0.5527032
2023-09-13 15:56:37.500,2.9693952,20.4374417,10.2017245,0.0692245,0.0686600,1.7069446,1485.6565215,3252.5319122,-0.5851190
2023-09-13 15:56:38.000,2.9270926,20.4397809,10.2009792,0.0684792,0.0679208,1.6811517,1485.6341930,3206.0387373,-0.6052233
2023-09-13 15:56:38.500,2.9646593,20.4452271,10.1968685,0.0643685,0.0638436,1.7037598,1485.6763241,3246.8155454,-0.5892275
2023-09-13 15:56:39.000,2.9946564,20.4457791,10.2064001,0.0739001,0.0732974,1.7219738,1485.6988922,3279.6296903,-0.5754618
2023-09-13 15:56:39.500,2.9537305,20.4460525,10.2023746,0.0698746,0.0693048,1.6970867,1485.6713066,3234.7906858,-0.5944499
2023-09-13 15:56:40.000,2.9581541,20.4480449,10.2018693,0.0693693,0.0688036,1.6996962,1485.6802866,3239.5001863,-0.5928958
2023-09-13 15:56:40.500,3.0166911,20.4490596,10.2018752,0.0693752,0.0688094,1.7352463,1485.7238357,3303.5344634,-0.5660998
2023-09-13 15:56:41.000,3.1144261,20.4455898,10.2079353,0.0754353,0.0748201,1.7949224,1485.7814003,3410.8102235,-0.5199875
2023-09-13 15:56:41.500,3.1467340,20.4353022,10.2045001,0.0720001,0.0714129,1.8150646,1485.7732111,3446.9346267,-0.5024968
2023-09-13 15:56:42.000,3.1969103,20.4274231,10.1967027,0.0642027,0.0636792,1.8460497,1485.7845547,3502.4753111,-0.4773051
2023-09-13 15:56:42.500,3.2496339,20.4189509,10.2026830,0.0701830,0.0696107,1.8786659,1485.7961822,3560.8697515,-0.4506855
2023-09-13 15:56:43.000,3.1541083,20.4096756,10.2013432,0.0688432,0.0682818,1.8206444,1485.7021080,3456.8663599,-0.4927873
2023-09-13 15:56:43.500,3.1665749,20.4086352,10.1995998,0.0670998,0.0665527,1.8283058,1485.7076567,3470.6051264,-0.4867518
2023-09-13 15:56:44.000,3.1282381,20.4100277,10.2010062,0.0685062,0.0679476,1.8048293,1485.6851623,3428.4876350,-0.5048803
2023-09-13 15:56:44.500,3.1138849,20.4126814,10.2095906,0.0770906,0.0764620,1.7959568,1485.6832210,3412.5671660,-0.5121501
2023-09-13 15:56:45.000,3.0508854,20.4157452,10.2074192,0.0749192,0.0743082,1.7574104,1485.6485511,3343.3102776,-0.5421040
2023-09-13 15:56:45.500,3.0097357,20.4200756,10.2022334,0.0697334,0.0691647,1.7321735,1485.6328077,3297.9174380,-0.5622306
2023-09-13 15:56:46.000,2.9178762,20.4270868,10.2007601,0.0682601,0.0677035,1.6760469,1485.5900291,3196.7932641,-0.6063886
2023-09-13 15:56:46.500,2.9216153,20.4368792,10.1978876,0.0653876,0.0648544,1.6779384,1485.6217175,3200.2338510,-0.6070585
2023-09-13 15:56:47.000,3.0338910,20.4408848,10.2000405,0.0675405,0.0669898,1.7460427,1485.7114177,3322.9381205,-0.5561544
2023-09-13 15:56:47.500,3.0530529,20.4368266,10.1982187,0.0657187,0.0651828,1.7578755,1485.7126068,3344.2096228,-0.5463031
2023-09-13 15:56:48.000,3.0612079,20.4316333,10.1990301,0.0665301,0.0659876,1.7630547,1485.7028339,3353.5067816,-0.5412525
2023-09-13 15:56:48.500,3.0458139,20.4282536,10.1981502,0.0656502,0.0651149,1.7538136,1485.6820893,3336.8788818,-0.5475550
2023-09-13 15:56:49.000,3.0870547,20.4242381,10.1909450,0.0584450,0.0579684,1.7791121,1485.6986469,3382.3449601,-0.5275062
2023-09-13 15:56:49.500,3.0989931,20.4204698,10.2065522,0.0740522,0.0734483,1.7865481,1485.6959881,3395.6932676,-0.5209787
2023-09-13 15:56:50.000,3.1429192,20.4175320,10.2064489,0.0739489,0.0733458,1.8134801,1485.7177719,3444.0366395,-0.4998880
2023-09-13 15:56:50.500,3.2126661,20.4141476,10.2079882,0.0754882,0.0748727,1.8562518,1485.7562559,3520.7152750,-0.4666612
2023-09-13 15:56:51.000,3.2697437,20.4085458,10.1963989,0.0638989,0.0633778,1.8914336,1485.7791767,3583.6861646,-0.4387877
2023-09-13 15:56:51.500,3.3174008,20.4009846,10.2039347,0.0714347,0.0708522,1.9209778,1485.7900713,3636.4947744,-0.4146916
2023-09-13 15:56:52.000,3.3556673,20.3936709,10.1856212,0.0531212,0.0526880,1.9447867,1485.7947557,3679.0054983,-0.3951241
2023-09-13 15:56:52.500,3.3754330,20.3888638,10.1949332,0.0624332,0.0619241,1.9571417,1485.7944374,3701.0483980,-0.3846680
2023-09-13 15:56:53.000,3.3933171,20.3853755,10.1986219,0.0661219,0.0655827,1.9682884,1485.7966355,3720.9296088,-0.3754377
2023-09-13 15:56:53.500,3.3977306,20.3826544,10.1984922,0.0659922,0.0654540,1.9711250,1485.7916358,3725.9816063,-0.3727016
2023-09-13 15:56:54.000,3.4038816,20.3820555,10.2030698,0.0705698,0.0699944,1.9749333,1485.7942332,3732.7737288,-0.3696598
2023-09-13 15:56:54.500,3.3668147,20.3819295,10.1994700,0.0669700,0.0664239,1.9521611,1485.7678892,3692.1350064,-0.3869476
2023-09-13 15:56:55.000,3.3426100,20.3844352,10.1952518,0.0627518,0.0622401,1.9371849,1485.7583559,3665.3991647,-0.3988794
2023-09-13 15:56:55.500,3.1848677,20.3887272,10.2013356,0.0688356,0.0682742,1.8403340,1485.6612119,3492.1100182,-0.4733488
2023-09-13 15:56:56.000,3.0978222,20.4005432,10.1992686,0.0667686,0.0662241,1.7866563,1485.6357803,3395.8266945,-0.5166687
2023-09-13 15:56:56.500,3.0773593,20.4179787,10.2060521,0.0735521,0.0729523,1.7734567,1485.6735488,3372.1640063,-0.5303952
2023-09-13 15:56:57.000,3.0829095,20.4279698,10.2007336,0.0682336,0.0676772,1.7764313,1485.7070277,3377.5395099,-0.5302970
2023-09-13 15:56:57.500,3.0706458,20.4324585,10.1858362,0.0533362,0.0529013,1.7687724,1485.7116183,3363.7877159,-0.5371449
2023-09-13 15:56:58.000,3.0698496,20.4355913,10.1955786,0.0630786,0.0625642,1.7681591,1485.7205416,3362.6949890,-0.5382371
2023-09-13 15:56:58.500,3.1158157,20.4368266,10.1903661,0.0578661,0.0573942,1.7961337,1485.7560324,3412.9578117,-0.5172706
2023-09-13 15:56:59.000,3.1821484,20.4342142,10.1996778,0.0671778,0.0666300,1.8367392,1485.7945139,3485.8069798,-0.4858190
2023-09-13 15:56:59.500,3.1400986,20.4285900,10.2026671,0.0701671,0.0695949,1.8112950,1485.7486215,3440.1493709,-0.5039320
2023-09-13 15:57:00.000,3.0744449,20.4278699,10.2017335,0.0692335,0.0686689,1.7712752,1485.7008722,3368.2729924,-0.5341887
2023-09-13 15:57:00.500,3.0077346,20.4328633,10.1985639,0.0660639,0.0655252,1.7304445,1485.6694066,3294.8427944,-0.5662965
2023-09-13 15:57:01.000,2.9323777,20.4404695,10.2088964,0.0763964,0.0757734,1.6843343,1485.6400291,3211.7812363,-0.6029160
2023-09-13 15:57:01.500,2.9458981,20.4481291,10.2081480,0.0756480,0.0750311,1.6922475,1485.6721601,3226.0728830,-0.5985454
2023-09-13 15:57:02.000,2.9525571,20.4530869,10.1963713,0.0638713,0.0633505,1.6960985,1485.6913201,3233.0298032,-0.5967341
2023-09-13 15:57:02.500,2.9798114,20.4557525,10.2071900,0.0746900,0.0740809,1.7125533,1485.7182859,3262.6911844,-0.5847521
2023-09-13 15:57:03.000,2.9354298,20.4553161,10.2134335,0.0809335,0.0802736,1.6856102,1485.6863856,3214.1256140,-0.6051036
2023-09-13 15:57:03.500,2.9720989,20.4558156,10.2060115,0.0735115,0.0729121,1.7078637,1485.7131163,3254.2422134,-0.5883344
2023-09-13 15:57:04.000,2.9953199,20.4539491,10.2069839,0.0744839,0.0738765,1.7220526,1485.7236564,3279.7956810,-0.5771488
2023-09-13 15:57:04.500,3.0068005,20.4503056,10.2011222,0.0686222,0.0680626,1.7291797,1485.7206767,3292.6175841,-0.5709797
2023-09-13 15:57:05.000,3.0398889,20.4472511,10.2068286,0.0743286,0.0737225,1.7494370,1485.7346159,3329.0639294,-0.5549075
2023-09-13 15:57:05.500,3.0729564,20.4443754,10.2068576,0.0743576,0.0737512,1.7696932,1485.7489969,3365.4795713,-0.5389008
2023-09-13 15:57:06.000,3.1067474,20.4405799,10.2124006,0.0799006,0.0792491,1.7904468,1485.7612551,3402.7573838,-0.5222945
2023-09-13 15:57:06.500,3.1302755,20.4364061,10.2093096,0.0768096,0.0761832,1.8049730,1485.7651372,3428.8267908,-0.5103784
2023-09-13 15:57:07.000,3.1210641,20.4320801,10.2117599,0.0792599,0.0786136,1.7995323,1485.7459220,3419.0463728,-0.5135745
2023-09-13 15:57:07.500,3.1198699,20.4305242,10.2023193,0.0698193,0.0692499,1.7988685,1485.7403120,3417.8494114,-0.5137889
2023-09-13 15:57:08.000,3.1449619,20.4306819,10.1959725,0.0634725,0.0629549,1.8141766,1485.7581082,3445.3265817,-0.5022211
2023-09-13 15:57:08.500,3.1416935,20.4306399,10.2066801,0.0741801,0.0735752,1.8121828,1485.7558888,3441.7491064,-0.5036780
2023-09-13 15:57:09.000,3.1581858,20.4300985,10.2070046,0.0745046,0.0738971,1.8222755,1485.7657467,3459.8556757,-0.4958927
2023-09-13 15:57:09.500,3.1915707,20.4291156,10.2117137,0.0792137,0.0785678,1.8427135,1485.7861167,3496.5014757,-0.4801335
2023-09-13 15:57:10.000,3.1538143,20.4266558,10.2034301,0.0709301,0.0703516,1.8197507,1485.7524174,3455.3155463,-0.4970902
2023-09-13 15:57:10.500,3.1382042,20.4273233,10.2023002,0.0698002,0.0692310,1.8101916,1485.7435340,3438.1651801,-0.5045009
2023-09-13 15:57:11.000,3.1750083,20.4307976,10.2068215,0.0743215,0.0737154,1.8325215,1485.7795158,3478.2341416,-0.4882591
2023-09-13 15:57:11.500,3.2065904,20.4292522,10.1983226,0.0658226,0.0652858,1.8518894,1485.7967500,3512.9461209,-0.4732530
2023-09-13 15:57:12.000,3.2654079,20.4250370,10.1992388,0.0667388,0.0661946,1.8880580,1485.8251902,3577.6986351,-0.4448696
2023-09-13 15:57:12.500,3.1845816,20.4207851,10.1904149,0.0579149,0.0574426,1.8387965,1485.7561491,3489.4530356,-0.4814231
2023-09-13 15:57:13.000,3.1664477,20.4228138,10.2038130,0.0713130,0.0707314,1.8276292,1485.7497876,3469.4357681,-0.4902804
2023-09-13 15:57:13.500,3.1672332,20.4267819,10.1980061,0.0655061,0.0649719,1.8279417,1485.7620315,3470.0082014,-0.4909190
2023-09-13 15:57:14.000,3.1672342,20.4266605,10.2054053,0.0729053,0.0723107,1.8279472,1485.7617933,3470.0180996,-0.4908550
2023-09-13 15:57:14.500,3.2656865,20.4215209,10.2070721,0.0745721,0.0739640,1.8883818,1485.8150705,3578.2672085,-0.4438349
2023-09-13 15:57:15.000,3.2932453,20.4187092,10.2155721,0.0830721,0.0823946,1.9053856,1485.8260646,3608.6763192,-0.4302771
2023-09-13 15:57:15.500,3.3338223,20.4103377,10.2001345,0.0676345,0.0670830,1.9306339,1485.8292477,3653.7801725,-0.4093757
2023-09-13 15:57:16.000,3.3380227,20.4025766,10.1905056,0.0580056,0.0575326,1.9335576,1485.8089702,3658.9781986,-0.4055374
2023-09-13 15:57:16.500,3.3084756,20.3998023,10.2042795,0.0717795,0.0711942,1.9155566,1485.7803376,3626.8008462,-0.4185553
2023-09-13 15:57:17.000,3.3135966,20.4014522,10.2051953,0.0726953,0.0721025,1.9186239,1485.7888271,3632.2891314,-0.4165740
2023-09-13 15:57:17.500,3.2545836,20.4023559,10.2056269,0.0731269,0.0725306,1.8824178,1485.7503693,3567.5328252,-0.4442704
2023-09-13 15:57:18.000,3.2357050,20.4061760,10.2001953,0.0676953,0.0671433,1.8706931,1485.7484791,3546.5552745,-0.4540197
2023-09-13 15:57:18.500,3.2328169,20.4113624,10.2057115,0.0732115,0.0726145,1.8687011,1485.7619722,3543.0049431,-0.4566176
2023-09-13 15:57:19.000,3.2903701,20.4139427,10.2084299,0.0759299,0.0753107,1.9038338,1485.8097855,3605.8855361,-0.4304680
2023-09-13 15:57:19.500,3.2537403,20.4122715,10.2042355,0.0717355,0.0711505,1.8814701,1485.7792239,3565.8680134,-0.4471184
2023-09-13 15:57:20.000,3.2491395,20.4112941,10.1962769,0.0637769,0.0632568,1.8786958,1485.7729831,3560.8987176,-0.4490531
2023-09-13 15:57:20.500,3.2343733,20.4115253,10.2037018,0.0712018,0.0706211,1.8696467,1485.7635071,3544.6985653,-0.4559433
2023-09-13 15:57:21.000,3.2455072,20.4108422,10.2040803,0.0715803,0.0709966,1.8764915,1485.7692386,3556.9516118,-0.4505954
2023-09-13 15:57:21.500,3.2570116,20.4094497,10.2078231,0.0753231,0.0747089,1.8835959,1485.7731777,3569.6639912,-0.4448832
2023-09-13 15:57:22.000,3.3013199,20.4083409,10.2126131,0.0801131,0.0794598,1.9107916,1485.8008498,3618.3096450,-0.4239642
2023-09-13 15:57:22.500,3.3179864,20.4051513,10.2036042,0.0711042,0.0705244,1.9211519,1485.8028521,3636.8193490,-0.4154525
2023-09-13 15:57:23.000,3.3373387,20.4020249,10.2025303,0.0700303,0.0694592,1.9331624,1485.8070525,3658.2707661,-0.4056647
2023-09-13 15:57:23.500,3.3656908,20.3994293,10.1987688,0.0662688,0.0657284,1.9506812,1485.8190764,3689.5498924,-0.3918186
2023-09-13 15:57:24.000,3.3673401,20.3971648,10.2062190,0.0737190,0.0731179,1.9517959,1485.8136257,3691.5329599,-0.3904533
2023-09-13 15:57:24.500,3.3873200,20.3947059,10.2023786,0.0698786,0.0693088,1.9641791,1485.8202180,3713.6277048,-0.3805383
2023-09-13 15:57:25.000,3.3969782,20.3925571,10.2063605,0.0738605,0.0732582,1.9702111,1485.8206519,3724.3839012,-0.3754784
2023-09-13 15:57:25.500,3.4168323,20.3905607,10.2103450,0.0778450,0.0772102,1.9825058,1485.8286685,3746.3081662,-0.3656941
2023-09-13 15:57:26.000,3.4200492,20.3882754,10.2009866,0.0684866,0.0679281,1.9845887,1485.8239774,3750.0148036,-0.3636656
2023-09-13 15:57:26.500,3.4037723,20.3868727,10.2149744,0.0824744,0.0818019,1.9746458,1485.8086613,3732.2771807,-0.3708542
2023-09-13 15:57:27.000,3.4151522,20.3870146,10.2138754,0.0813754,0.0807118,1.9816353,1485.8170213,3744.7442400,-0.3655804
2023-09-13 15:57:27.500,3.4157953,20.3872930,10.2224327,0.0899327,0.0891994,1.9820177,1485.8184390,3745.4275610,-0.3653104
2023-09-13 15:57:28.000,3.4020601,20.3878709,10.2190194,0.0865194,0.0858138,1.9735477,1485.8104955,3730.3217411,-0.3718834
2023-09-13 15:57:28.500,3.4140902,20.3874716,10.2185937,0.0860937,0.0853917,1.9809613,1485.8177138,3743.5438586,-0.3661687
2023-09-13 15:57:29.000,3.4187167,20.3866941,10.2202098,0.0877098,0.0869945,1.9838415,1485.8186667,3748.6779119,-0.3638071
2023-09-13 15:57:29.500,3.4123625,20.3863474,10.2170943,0.0845943,0.0839045,1.9799506,1485.8131423,3741.7376522,-0.3667027
2023-09-13 15:57:30.000,3.3829237,20.3869305,10.2285293,0.0960293,0.0952462,1.9618304,1485.7944833,3709.4119252,-0.3805395
2023-09-13 15:57:30.500,3.3839911,20.3883595,10.2208654,0.0883654,0.0876448,1.9624216,1485.7993474,3710.4712890,-0.3804311
2023-09-13 15:57:31.000,3.3824346,20.3902718,10.2216493,0.0891493,0.0884223,1.9613785,1485.8039527,3708.6160920,-0.3816289
2023-09-13 15:57:31.500,3.3838217,20.3911334,10.2258510,0.0933510,0.0925897,1.9621915,1485.8075503,3710.0699341,-0.3811765
2023-09-13 15:57:32.000,3.3701424,20.3916219,10.2330378,0.1005378,0.0997180,1.9537665,1485.7995623,3695.0339810,-0.3876480
2023-09-13 15:57:32.500,3.3905876,20.3920633,10.2339017,0.1014017,0.1005748,1.9663060,1485.8151731,3717.4157425,-0.3782133
2023-09-13 15:57:33.000,3.4051776,20.3898620,10.2268854,0.0943854,0.0936157,1.9753728,1485.8187179,3733.5842828,-0.3708872
2023-09-13 15:57:33.500,3.3959008,20.3879970,10.2181193,0.0856193,0.0849211,1.9697564,1485.8065495,3723.5582703,-0.3747944
2023-09-13 15:57:34.000,3.4078370,20.3881441,10.2133074,0.0808074,0.0801484,1.9770863,1485.8152514,3736.6346046,-0.3692800
2023-09-13 15:57:34.500,3.4108970,20.3878604,10.2148473,0.0823473,0.0816758,1.9789804,1485.8165738,3740.0121472,-0.3677736
2023-09-13 15:57:35.000,3.3987534,20.3867887,10.2047916,0.0722916,0.0717021,1.9715650,1485.8047350,3726.7804067,-0.3732230
2023-09-13 15:57:35.500,3.3919929,20.3869095,10.2038533,0.0713533,0.0707715,1.9674047,1485.8003526,3719.3580752,-0.3764133
2023-09-13 15:57:36.000,3.3912152,20.3876240,10.1998755,0.0673755,0.0668260,1.9668944,1485.8018656,3718.4496831,-0.3769719
2023-09-13 15:57:36.500,3.3927706,20.3878446,10.2046388,0.0721388,0.0715505,1.9678401,1485.8036867,3720.1379723,-0.3762790
2023-09-13 15:57:37.000,3.4002205,20.3879655,10.1986185,0.0661185,0.0655793,1.9724132,1485.8091538,3728.2972041,-0.3728586
2023-09-13 15:57:37.500,3.3829893,20.3879865,10.2044857,0.0719857,0.0713987,1.9618234,1485.7972692,3709.4018461,-0.3808804
2023-09-13 15:57:38.000,3.4164498,20.3885486,10.2034127,0.0709127,0.0703344,1.9823630,1485.8223116,3746.0466739,-0.3654036
2023-09-13 15:57:38.500,3.4014436,20.3875452,10.1967980,0.0642980,0.0637737,1.9731842,1485.8087307,3729.6712091,-0.3721913
2023-09-13 15:57:39.000,3.4125111,20.3867782,10.1935464,0.0610464,0.0605486,1.9800228,1485.8141371,3741.8667811,-0.3668475
2023-09-13 15:57:39.500,3.4224242,20.3855909,10.2155262,0.0830262,0.0823491,1.9861721,1485.8179061,3752.8299630,-0.3618222
2023-09-13 15:57:40.000,3.4244488,20.3841936,10.2258033,0.0933033,0.0925424,1.9874812,1485.8153418,3755.1599310,-0.3604820
2023-09-13 15:57:40.500,3.4172876,20.3838836,10.2130293,0.0805293,0.0798726,1.9830919,1485.8092021,3747.3315531,-0.3638081
2023-09-13 15:57:41.000,3.4412190,20.3849080,10.2233073,0.0908073,0.0900668,1.9977638,1485.8291537,3773.4932376,-0.3528358
2023-09-13 15:57:41.500,3.4618198,20.3846401,10.2317031,0.0992031,0.0983941,2.0104527,1485.8429125,3796.1045317,-0.3431020
2023-09-13 15:57:42.000,3.3983289,20.3846506,10.2160784,0.0835784,0.0828968,1.9714013,1485.7982737,3726.4818458,-0.3728384
2023-09-13 15:57:42.500,3.3523886,20.3876975,10.2154089,0.0829089,0.0822328,1.9430415,1485.7752114,3675.8707706,-0.3950361
2023-09-13 15:57:43.000,3.4198686,20.3888848,10.2240198,0.0915198,0.0907735,1.9844492,1485.8260406,3749.7688946,-0.3637969
2023-09-13 15:57:43.500,3.3863463,20.3871144,10.2108706,0.0783706,0.0777315,1.9639255,1485.7971303,3713.1505945,-0.3790680
2023-09-13 15:57:44.000,3.4065592,20.3888218,10.2050629,0.0725629,0.0719712,1.9762701,1485.8162347,3735.1805172,-0.3700827
2023-09-13 15:57:44.500,3.4364270,20.3854176,10.2165771,0.0840771,0.0833914,1.9947925,1485.8272034,3768.1983607,-0.3552324
2023-09-13 15:57:45.000,3.4395460,20.3837365,10.2319668,0.0994668,0.0986557,1.9967884,1485.8246474,3771.7512621,-0.3532865
2023-09-13 15:57:45.500,3.4161219,20.3848607,10.2215058,0.0890058,0.0882800,1.9823301,1485.8114286,3745.9765232,-0.3645571
