Serial Number,WE02710ED
Sample ID,00472
Start Time,2024-09-17 16:09:28 UTC
Duration,0:05:28
Total Volume (l),3.27
Distance (m),391
Peak Pressure (psi),12.9
Avg Flow (l/min),0.6
Avg Rate (mL/m),10.0
Avg Speed (m/s),1.2


Elapsed time (s),Volume (l),Pressure (psi),Flow (l/min),Rate (mL/m),Speed (m/s),Latitude,Longitude,Elevation (m),Accuracy (±m),Status
0,0.00,-0.49,0.00,0.00,0.97,45.186569,-66.295405,4.4,2.6,
2,0.00,-0.65,0.00,0.00,0.96,45.186577,-66.295384,4.5,2.6,
4,0.00,0.15,0.00,0.00,0.94,45.186585,-66.295365,4.8,2.6,
6,0.00,0.07,0.00,0.00,0.93,45.186593,-66.295346,4.9,2.6,
8,0.00,2.74,0.00,0.00,0.92,45.186601,-66.295329,5.1,2.6,
10,0.00,2.85,0.00,0.00,0.90,45.186609,-66.295310,5.2,2.6,
12,0.00,4.02,0.00,0.00,0.90,45.186617,-66.295290,5.2,2.6,
14,0.00,4.40,0.00,0.00,0.89,45.186624,-66.295270,5.2,2.6,
16,0.00,4.46,0.00,0.00,0.89,45.186632,-66.295249,5.2,2.6,
18,0.00,7.43,0.00,0.00,0.89,45.186641,-66.295229,5.2,2.6,
20,0.01,8.55,0.35,6.55,0.89,45.186648,-66.295208,5.2,2.6,
22,0.05,9.56,0.82,15.29,0.89,45.186657,-66.295189,5.3,2.6,
24,0.09,9.12,1.09,20.28,0.90,45.186666,-66.295169,5.3,2.6,
26,0.13,9.81,1.13,20.96,0.90,45.186675,-66.295150,5.4,2.6,
28,0.17,7.90,1.16,21.44,0.90,45.186684,-66.295131,5.5,2.6,
30,0.20,6.70,1.07,19.69,0.91,45.186694,-66.295112,5.7,2.8,
32,0.23,6.85,1.02,18.67,0.91,45.186703,-66.295092,5.9,2.8,
34,0.27,7.20,1.01,18.39,0.92,45.186712,-66.295072,6.0,2.8,
36,0.30,7.21,1.00,18.16,0.92,45.186721,-66.295053,6.1,2.8,
38,0.33,7.29,1.00,18.09,0.92,45.186730,-66.295033,6.3,2.8,
40,0.37,6.86,1.01,18.24,0.93,45.186740,-66.295014,6.5,2.8,
42,0.40,7.28,0.99,17.81,0.93,45.186750,-66.294994,6.6,2.8,
44,0.43,7.56,1.00,17.95,0.93,45.186759,-66.294975,6.8,2.8,
46,0.47,7.68,1.00,17.90,0.93,45.186768,-66.294955,6.9,2.8,
48,0.50,7.90,1.00,17.87,0.93,45.186777,-66.294935,7.0,2.8,
50,0.53,8.44,1.00,17.85,0.93,45.186786,-66.294914,7.1,2.8,
52,0.57,9.56,0.98,17.51,0.93,45.186793,-66.294893,7.1,2.8,
54,0.60,9.79,0.99,17.72,0.93,45.186802,-66.294873,7.2,2.8,
56,0.63,10.30,1.00,17.88,0.93,45.186809,-66.294852,7.1,2.8,
58,0.67,10.20,1.00,17.86,0.93,45.186816,-66.294831,7.0,2.8,
60,0.70,10.35,1.00,17.85,0.93,45.186824,-66.294810,6.9,2.7,
62,0.73,10.31,1.00,17.86,0.93,45.186832,-66.294789,6.8,2.7,
64,0.77,10.62,1.00,17.88,0.93,45.186839,-66.294767,6.7,2.7,
66,0.80,10.72,1.00,17.87,0.93,45.186847,-66.294744,6.6,2.7,
68,0.83,11.03,1.00,17.87,0.93,45.186854,-66.294722,6.5,2.7,
70,0.87,11.20,1.00,17.90,0.93,45.186861,-66.294701,6.4,2.7,
72,0.90,11.45,1.00,17.91,0.93,45.186867,-66.294679,6.3,2.7,
74,0.93,11.62,1.00,17.90,0.93,45.186874,-66.294658,6.2,2.7,
76,0.97,11.77,1.00,17.91,0.93,45.186880,-66.294636,6.1,2.7,
78,1.00,11.98,0.99,17.76,0.93,45.186887,-66.294616,6.1,2.7,
80,1.03,12.11,0.99,17.81,0.93,45.186894,-66.294594,6.0,2.6,
82,1.07,12.34,0.99,17.82,0.93,45.186901,-66.294574,6.1,2.6,
84,1.10,12.41,0.98,17.67,0.92,45.186908,-66.294553,6.0,2.6,
86,1.13,12.36,0.96,17.38,0.92,45.186915,-66.294532,5.9,2.6,
88,1.16,12.65,0.96,17.40,0.92,45.186922,-66.294511,5.8,2.6,
90,1.19,12.75,0.94,17.10,0.92,45.186929,-66.294490,5.7,2.6,
92,1.22,12.76,0.93,16.95,0.91,45.186935,-66.294469,5.6,2.6,
94,1.26,12.81,0.92,16.88,0.91,45.186942,-66.294449,5.5,2.6,
96,1.29,12.79,0.91,16.72,0.90,45.186948,-66.294429,5.4,2.6,
98,1.32,12.77,0.90,16.62,0.90,45.186954,-66.294409,5.2,2.6,
100,1.34,12.74,0.88,16.34,0.90,45.186960,-66.294388,5.1,2.6,
102,1.37,12.76,0.86,16.01,0.90,45.186967,-66.294367,5.2,2.6,
104,1.40,12.76,0.85,15.85,0.89,45.186973,-66.294346,5.2,2.6,
106,1.43,12.79,0.84,15.73,0.89,45.186980,-66.294325,5.3,2.6,
108,1.46,12.74,0.83,15.56,0.89,45.186986,-66.294305,5.3,2.6,
110,1.48,12.76,0.83,15.60,0.89,45.186992,-66.294284,5.2,2.7,
112,1.51,12.71,0.82,15.45,0.88,45.186998,-66.294264,5.2,2.7,
114,1.54,12.74,0.81,15.27,0.88,45.187004,-66.294243,5.2,2.7,
116,1.56,12.77,0.80,15.09,0.88,45.187010,-66.294223,5.2,2.7,
118,1.59,12.77,0.79,14.89,0.88,45.187016,-66.294202,5.2,2.7,
120,1.62,12.76,0.78,14.72,0.88,45.187022,-66.294181,5.1,2.6,
122,1.64,12.71,0.77,14.51,0.88,45.187028,-66.294160,5.0,2.6,
124,1.67,12.75,0.77,14.35,0.89,45.187033,-66.294138,4.9,2.6,
126,1.69,12.75,0.76,14.05,0.91,45.187037,-66.294115,4.8,2.6,
128,1.72,12.73,0.75,13.58,0.92,45.187041,-66.294092,4.8,2.6,
130,1.74,12.72,0.75,13.41,0.93,45.187045,-66.294068,4.6,2.6,
132,1.77,12.75,0.74,13.08,0.94,45.187050,-66.294044,4.5,2.6,
134,1.79,12.72,0.73,12.79,0.95,45.187054,-66.294021,4.4,2.6,
136,1.82,12.72,0.72,12.52,0.96,45.187057,-66.293997,4.2,2.6,
138,1.84,12.73,0.72,12.41,0.97,45.187062,-66.293973,4.0,2.6,
140,1.86,12.73,0.72,12.32,0.97,45.187066,-66.293950,4.0,2.6,
142,1.89,12.73,0.71,12.09,0.98,45.187071,-66.293927,3.8,2.6,
144,1.91,12.70,0.70,11.94,0.97,45.187076,-66.293903,3.7,2.6,
146,1.93,12.70,0.70,12.07,0.97,45.187081,-66.293880,3.7,2.6,
148,1.96,12.70,0.69,11.96,0.96,45.187085,-66.293857,3.7,2.6,
150,1.98,12.64,0.68,11.86,0.96,45.187090,-66.293834,3.7,2.6,
152,2.00,12.58,0.68,11.91,0.95,45.187094,-66.293811,3.6,2.6,
154,2.02,12.54,0.66,11.60,0.95,45.187099,-66.293788,3.5,2.6,
156,2.05,12.52,0.66,11.59,0.95,45.187103,-66.293764,3.4,2.6,
158,2.07,12.51,0.65,11.30,0.96,45.187108,-66.293739,3.3,2.6,
160,2.09,12.52,0.64,10.94,0.97,45.187112,-66.293712,3.2,2.5,
162,2.11,12.52,0.63,10.54,1.00,45.187116,-66.293683,3.3,2.5,
164,2.13,12.47,0.63,10.29,1.02,45.187118,-66.293653,3.4,2.5,
166,2.15,12.53,0.63,10.02,1.05,45.187120,-66.293621,3.2,2.5,
168,2.17,12.53,0.62,9.69,1.08,45.187119,-66.293588,3.2,2.5,
170,2.19,12.57,0.62,9.26,1.12,45.187118,-66.293555,3.2,2.4,
172,2.22,12.51,0.62,8.97,1.15,45.187116,-66.293521,3.2,2.4,
174,2.24,12.51,0.61,8.56,1.19,45.187114,-66.293487,3.3,2.4,
176,2.26,12.52,0.61,8.36,1.22,45.187112,-66.293454,3.4,2.4,
178,2.28,12.51,0.60,8.13,1.23,45.187110,-66.293422,3.5,2.4,
180,2.30,12.56,0.60,8.08,1.24,45.187109,-66.293392,3.7,2.5,
182,2.32,12.58,0.60,8.10,1.23,45.187107,-66.293361,3.8,2.5,
184,2.34,12.59,0.60,8.16,1.23,45.187106,-66.293332,3.9,2.5,
186,2.36,12.54,0.60,8.25,1.21,45.187104,-66.293304,4.0,2.5,
188,2.37,12.55,0.59,8.20,1.19,45.187103,-66.293276,4.0,2.5,
190,2.39,12.55,0.59,8.41,1.17,45.187103,-66.293248,3.9,2.4,
192,2.41,12.55,0.59,8.49,1.15,45.187103,-66.293221,3.8,2.4,
194,2.43,12.57,0.58,8.63,1.12,45.187103,-66.293194,3.6,2.4,
196,2.45,12.63,0.58,8.81,1.10,45.187105,-66.293168,3.5,2.4,
198,2.47,12.63,0.58,8.96,1.08,45.187106,-66.293142,3.3,2.4,
200,2.49,12.59,0.58,9.09,1.06,45.187108,-66.293116,3.3,2.4,
202,2.51,12.68,0.58,9.19,1.05,45.187110,-66.293090,3.2,2.4,
204,2.53,12.69,0.57,9.04,1.05,45.187113,-66.293063,3.2,2.4,
206,2.55,12.69,0.57,8.99,1.06,45.187115,-66.293034,3.3,2.4,
208,2.57,12.68,0.56,8.79,1.06,45.187117,-66.293004,3.4,2.4,
210,2.59,12.68,0.56,8.78,1.06,45.187116,-66.292976,3.6,2.6,
212,2.60,12.68,0.56,8.82,1.06,45.187115,-66.292949,3.7,2.6,
214,2.62,12.68,0.56,8.90,1.05,45.187113,-66.292924,3.9,2.6,
216,2.64,12.71,0.55,8.85,1.04,45.187111,-66.292899,4.0,2.6,
218,2.66,12.78,0.56,9.16,1.02,45.187110,-66.292876,4.1,2.6,
220,2.68,12.75,0.58,9.66,1.00,45.187110,-66.292854,4.3,2.6,
222,2.70,12.77,0.57,9.63,0.99,45.187108,-66.292831,4.3,2.6,
224,2.72,12.78,0.58,9.97,0.97,45.187105,-66.292808,4.4,2.6,
226,2.74,12.77,0.57,9.99,0.95,45.187102,-66.292783,4.5,2.6,
228,2.76,12.73,0.55,9.77,0.94,45.187098,-66.292757,4.5,2.6,
230,2.77,12.73,0.55,9.77,0.94,45.187095,-66.292730,4.5,2.6,
232,2.79,12.75,0.55,9.68,0.95,45.187090,-66.292703,4.5,2.6,
234,2.81,12.81,0.56,9.65,0.97,45.187087,-66.292675,4.6,2.6,
236,2.83,12.81,0.57,9.55,0.99,45.187083,-66.292647,4.6,2.6,
238,2.85,12.80,0.53,8.60,1.03,45.187079,-66.292618,4.6,2.6,
240,2.86,12.82,0.53,8.35,1.06,45.187083,-66.292586,5.5,2.8,
242,2.88,12.82,0.52,8.02,1.08,45.187087,-66.292554,6.5,2.8,
244,2.90,12.78,0.51,7.74,1.10,45.187090,-66.292523,7.3,2.8,
246,2.92,12.76,0.51,7.66,1.11,45.187091,-66.292493,7.9,2.8,
248,2.93,12.80,0.51,7.58,1.12,45.187091,-66.292461,8.4,2.8,
250,2.95,12.83,0.51,7.52,1.13,45.187091,-66.292430,8.7,2.6,
252,2.97,12.83,0.52,7.60,1.14,45.187089,-66.292397,9.0,2.6,
254,2.98,12.84,0.51,7.41,1.15,45.187089,-66.292365,9.2,2.6,
256,3.00,12.85,0.51,7.36,1.15,45.187085,-66.292333,9.5,2.6,
258,3.02,12.93,0.52,7.48,1.16,45.187078,-66.292300,9.7,2.6,
260,3.04,11.70,0.53,7.57,1.17,45.187068,-66.292266,10.1,2.6,
262,3.06,11.79,0.71,10.06,1.18,45.187059,-66.292236,10.2,2.6,
264,3.09,8.86,0.84,11.82,1.18,45.187053,-66.292208,10.5,2.6,
266,3.14,0.89,1.25,17.54,1.19,45.187045,-66.292182,10.9,2.6,
